date,time,temperature,label,type,delta_time
24-Apr-25,21:54:59,28.2,0,normal,29.0
24-Apr-25,21:55:35,22.44,0,normal,36.0
24-Apr-25,21:56:13,18.8,0,normal,38.0
24-Apr-25,21:56:34,26.35,0,normal,21.0
24-Apr-25,21:57:00,22.38,0,normal,26.0
24-Apr-25,21:57:24,29.97,0,normal,24.0
24-Apr-25,21:57:50,24.29,0,normal,26.0
24-Apr-25,21:58:18,29.86,0,normal,28.0
24-Apr-25,21:58:43,29.9,0,normal,25.0
24-Apr-25,21:59:15,24.78,0,normal,32.0
24-Apr-25,21:59:52,18.74,0,normal,37.0
24-Apr-25,22:00:27,18.25,0,normal,35.0
24-Apr-25,22:00:54,26.43,0,normal,27.0
24-Apr-25,22:01:16,21.97,0,normal,22.0
24-Apr-25,22:01:55,19.3,0,normal,39.0
24-Apr-25,22:02:31,21.43,0,normal,36.0
24-Apr-25,22:03:00,24.3,0,normal,29.0
24-Apr-25,22:03:40,26.69,0,normal,40.0
24-Apr-25,22:04:17,24.15,0,normal,37.0
24-Apr-25,22:04:56,20.61,0,normal,39.0
24-Apr-25,22:05:35,24.85,0,normal,39.0
24-Apr-25,22:06:05,27.69,0,normal,30.0
24-Apr-25,22:06:25,23.46,0,normal,20.0
24-Apr-25,22:06:53,28.71,0,normal,28.0
24-Apr-25,22:07:16,18.88,0,normal,23.0
24-Apr-25,22:07:46,24.51,0,normal,30.0
24-Apr-25,22:08:18,25.52,0,normal,32.0
24-Apr-25,22:08:40,23.52,0,normal,22.0
24-Apr-25,22:09:19,24.07,0,normal,39.0
24-Apr-25,22:09:41,28.92,0,normal,22.0
24-Apr-25,22:10:16,27.26,0,normal,35.0
24-Apr-25,22:10:38,28.98,0,normal,22.0
24-Apr-25,22:11:09,26.08,0,normal,31.0
24-Apr-25,22:11:31,25.34,0,normal,22.0
24-Apr-25,22:12:02,29.3,0,normal,31.0
24-Apr-25,22:12:23,28.56,0,normal,21.0
24-Apr-25,22:12:55,26.55,0,normal,32.0
24-Apr-25,22:13:23,24.05,0,normal,28.0
24-Apr-25,22:13:49,19.4,0,normal,26.0
24-Apr-25,22:14:20,20.31,0,normal,31.0
24-Apr-25,22:14:49,29.8,0,normal,29.0
24-Apr-25,22:15:14,29.99,0,normal,25.0
24-Apr-25,22:15:34,25.54,0,normal,20.0
24-Apr-25,22:16:03,24.12,0,normal,29.0
24-Apr-25,22:16:43,29.77,0,normal,40.0
24-Apr-25,22:17:09,25.69,0,normal,26.0
24-Apr-25,22:17:46,26.15,0,normal,37.0
24-Apr-25,22:18:25,19.94,0,normal,39.0
24-Apr-25,22:18:51,20.99,0,normal,26.0
24-Apr-25,22:19:27,27.93,0,normal,36.0
24-Apr-25,22:20:04,27.13,0,normal,37.0
24-Apr-25,22:20:33,27.97,0,normal,29.0
24-Apr-25,22:21:01,19.92,0,normal,28.0
24-Apr-25,22:21:31,26.04,0,normal,30.0
24-Apr-25,22:22:00,18.77,0,normal,29.0
24-Apr-25,22:22:30,25.66,0,normal,30.0
24-Apr-25,22:23:07,21.64,0,normal,37.0
24-Apr-25,22:23:34,20.27,0,normal,27.0
24-Apr-25,22:23:55,24.91,0,normal,21.0
24-Apr-25,22:24:19,24.9,0,normal,24.0
24-Apr-25,22:24:56,20.43,0,normal,37.0
24-Apr-25,22:25:25,28.18,0,normal,29.0
24-Apr-25,22:25:47,27.57,0,normal,22.0
24-Apr-25,22:26:19,29.67,0,normal,32.0
24-Apr-25,22:26:55,28.92,0,normal,36.0
24-Apr-25,22:27:31,29.94,0,normal,36.0
24-Apr-25,22:28:07,28.41,0,normal,36.0
24-Apr-25,22:28:40,25.34,0,normal,33.0
24-Apr-25,22:29:17,27.66,0,normal,37.0
24-Apr-25,22:29:45,22.54,0,normal,28.0
24-Apr-25,22:30:15,27.03,0,normal,30.0
24-Apr-25,22:30:43,20.92,0,normal,28.0
24-Apr-25,22:31:18,26.73,0,normal,35.0
24-Apr-25,22:31:45,19.55,0,normal,27.0
24-Apr-25,22:32:22,22.51,0,normal,37.0
24-Apr-25,22:32:49,24.1,0,normal,27.0
24-Apr-25,22:33:27,28.04,0,normal,38.0
24-Apr-25,22:33:57,27.67,0,normal,30.0
24-Apr-25,22:34:36,25.0,0,normal,39.0
24-Apr-25,22:35:05,21.35,0,normal,29.0
24-Apr-25,22:35:45,23.18,0,normal,40.0
24-Apr-25,22:36:17,21.18,0,normal,32.0
24-Apr-25,22:36:47,19.08,0,normal,30.0
24-Apr-25,22:37:22,26.87,0,normal,35.0
24-Apr-25,22:37:57,20.62,0,normal,35.0
24-Apr-25,22:38:18,21.15,0,normal,21.0
24-Apr-25,22:38:58,27.04,0,normal,40.0
24-Apr-25,22:39:35,26.12,0,normal,37.0
24-Apr-25,22:40:14,29.97,0,normal,39.0
24-Apr-25,22:40:48,18.5,0,normal,34.0
24-Apr-25,22:41:17,28.39,0,normal,29.0
24-Apr-25,22:41:44,24.21,0,normal,27.0
24-Apr-25,22:42:20,29.34,0,normal,36.0
24-Apr-25,22:42:45,29.09,0,normal,25.0
24-Apr-25,22:43:10,26.35,0,normal,25.0
24-Apr-25,22:43:50,22.17,0,normal,40.0
24-Apr-25,22:44:30,25.67,0,normal,40.0
24-Apr-25,22:44:59,27.68,0,normal,29.0
24-Apr-25,22:45:24,28.35,0,normal,25.0
24-Apr-25,22:46:01,19.93,0,normal,37.0
24-Apr-25,22:46:21,18.57,0,normal,20.0
24-Apr-25,22:46:42,21.49,0,normal,21.0
24-Apr-25,22:47:15,23.13,0,normal,33.0
24-Apr-25,22:47:51,20.76,0,normal,36.0
24-Apr-25,22:48:24,25.64,0,normal,33.0
24-Apr-25,22:48:51,26.86,0,normal,27.0
24-Apr-25,22:49:21,19.51,0,normal,30.0
24-Apr-25,22:49:58,25.74,0,normal,37.0
24-Apr-25,22:50:38,23.07,0,normal,40.0
24-Apr-25,22:51:04,23.65,0,normal,26.0
24-Apr-25,22:51:37,20.44,0,normal,33.0
24-Apr-25,22:52:17,20.56,0,normal,40.0
24-Apr-25,22:52:50,24.23,0,normal,33.0
24-Apr-25,22:53:16,25.11,0,normal,26.0
24-Apr-25,22:53:50,21.18,0,normal,34.0
24-Apr-25,22:54:19,24.49,0,normal,29.0
24-Apr-25,22:54:58,22.14,0,normal,39.0
24-Apr-25,22:55:24,26.66,0,normal,26.0
24-Apr-25,22:55:45,28.88,0,normal,21.0
24-Apr-25,22:56:20,22.79,0,normal,35.0
24-Apr-25,22:56:56,19.59,0,normal,36.0
24-Apr-25,22:57:30,29.65,0,normal,34.0
24-Apr-25,22:58:05,29.97,0,normal,35.0
24-Apr-25,22:58:41,19.95,0,normal,36.0
24-Apr-25,22:59:13,18.11,0,normal,32.0
24-Apr-25,22:59:40,19.23,0,normal,27.0
24-Apr-25,23:00:11,27.61,0,normal,31.0
24-Apr-25,23:00:46,29.54,0,normal,35.0
24-Apr-25,23:01:08,19.41,0,normal,22.0
24-Apr-25,23:01:47,25.69,0,normal,39.0
24-Apr-25,23:02:18,25.26,0,normal,31.0
24-Apr-25,23:02:58,23.71,0,normal,40.0
24-Apr-25,23:03:18,23.2,0,normal,20.0
24-Apr-25,23:03:58,18.89,0,normal,40.0
24-Apr-25,23:04:25,25.1,0,normal,27.0
24-Apr-25,23:05:02,18.87,0,normal,37.0
24-Apr-25,23:05:35,21.85,0,normal,33.0
24-Apr-25,23:06:09,23.56,0,normal,34.0
24-Apr-25,23:06:39,29.76,0,normal,30.0
24-Apr-25,23:07:01,25.98,0,normal,22.0
24-Apr-25,23:07:40,22.03,0,normal,39.0
24-Apr-25,23:08:17,28.6,0,normal,37.0
24-Apr-25,23:08:49,28.14,0,normal,32.0
24-Apr-25,23:09:19,29.32,0,normal,30.0
24-Apr-25,23:09:47,19.77,0,normal,28.0
24-Apr-25,23:10:19,24.5,0,normal,32.0
24-Apr-25,23:10:44,21.83,0,normal,25.0
24-Apr-25,23:11:21,27.93,0,normal,37.0
24-Apr-25,23:11:42,23.72,0,normal,21.0
25-Apr-19,7:49:13,26.00718368,1,injection,-189357749.0
25-Apr-19,7:49:13,25.0,1,injection,0.0
25-Apr-19,7:49:17,31.79726077,1,injection,4.0
25-Apr-19,7:49:17,32.13628468,1,injection,0.0
25-Apr-19,7:49:17,25.83873012,1,injection,0.0
25-Apr-19,7:56:17,26.01432447,1,injection,420.0
25-Apr-19,7:56:17,26.29320635,1,injection,0.0
25-Apr-19,7:56:17,29.02826478,1,injection,0.0
25-Apr-19,7:56:17,30.04408603,1,injection,0.0
25-Apr-19,7:56:18,29.17450792,1,injection,1.0
25-Apr-19,7:56:18,27.2901898,1,injection,0.0
25-Apr-19,8:04:07,31.66927202,1,injection,469.0
25-Apr-19,8:04:07,30.57173033,1,injection,0.0
25-Apr-19,8:16:24,26.12969808,1,injection,737.0
25-Apr-19,8:16:24,28.94132062,1,injection,0.0
25-Apr-19,8:16:33,26.05256482,1,injection,9.0
25-Apr-19,8:16:33,26.10391875,1,injection,0.0
25-Apr-19,8:16:33,26.49157533,1,injection,0.0
25-Apr-19,8:16:33,30.81152699,1,injection,0.0
25-Apr-19,8:16:43,25.0,1,injection,10.0
25-Apr-19,8:16:43,25.76767195,1,injection,0.0
25-Apr-19,8:16:43,30.50752408,1,injection,0.0
25-Apr-19,8:16:44,28.5083159,1,injection,1.0
25-Apr-19,8:16:44,28.09754204,1,injection,0.0
25-Apr-19,8:16:58,31.02725471,1,injection,14.0
25-Apr-19,8:16:58,27.56337333,1,injection,0.0
25-Apr-19,8:16:58,29.05973278,1,injection,0.0
25-Apr-19,8:16:59,29.9292446,1,injection,1.0
25-Apr-19,8:16:59,27.50244243,1,injection,0.0
25-Apr-19,8:16:59,27.41112889,1,injection,0.0
25-Apr-19,8:17:00,26.85729166,1,injection,1.0
25-Apr-19,8:17:08,30.33181067,1,injection,8.0
25-Apr-19,8:17:08,26.83205013,1,injection,0.0
25-Apr-19,8:17:08,28.56461157,1,injection,0.0
25-Apr-19,8:17:14,29.35008581,1,injection,6.0
25-Apr-19,8:17:14,26.41096188,1,injection,0.0
25-Apr-19,8:17:14,26.72575032,1,injection,0.0
25-Apr-19,8:17:18,29.86193407,1,injection,4.0
25-Apr-19,8:17:18,26.14445915,1,injection,0.0
25-Apr-19,8:17:18,27.98973342,1,injection,0.0
25-Apr-19,8:17:19,28.99534154,1,injection,1.0
25-Apr-19,8:17:19,26.21756131,1,injection,0.0
25-Apr-19,8:17:19,26.26865788,1,injection,0.0
25-Apr-19,8:17:24,28.95729499,1,injection,5.0
25-Apr-19,8:17:24,25.96586876,1,injection,0.0
25-Apr-19,8:17:24,26.14077932,1,injection,0.0
25-Apr-19,8:17:25,26.06772317,1,injection,1.0
25-Apr-19,8:17:28,29.40295913,1,injection,3.0
25-Apr-19,8:17:28,25.0,1,injection,0.0
25-Apr-19,8:17:28,27.82518916,1,injection,0.0
25-Apr-19,8:17:29,28.64208421,1,injection,1.0
25-Apr-19,8:17:29,25.0,1,injection,0.0
25-Apr-19,8:17:29,25.66534574,1,injection,0.0
25-Apr-19,8:17:30,26.04455503,1,injection,1.0
25-Apr-19,8:17:33,28.94286883,1,injection,3.0
25-Apr-19,8:17:33,32.02154554,1,injection,0.0
25-Apr-19,8:17:33,27.55059438,1,injection,0.0
25-Apr-19,8:17:34,28.16791228,1,injection,1.0
25-Apr-19,8:17:34,25.68879413,1,injection,0.0
25-Apr-19,8:17:34,25.0,1,injection,0.0
25-Apr-19,8:17:38,28.80977797,1,injection,4.0
25-Apr-19,8:17:38,31.69947556,1,injection,0.0
25-Apr-19,8:17:38,27.26145468,1,injection,0.0
25-Apr-19,8:17:39,27.85552429,1,injection,1.0
25-Apr-19,8:17:39,25.0,1,injection,0.0
25-Apr-19,8:17:39,34.50646411,1,injection,0.0
25-Apr-19,8:17:40,25.0,1,injection,1.0
25-Apr-19,8:17:43,28.3398281,1,injection,3.0
25-Apr-19,8:17:43,31.38866008,1,injection,0.0
25-Apr-19,8:17:43,27.07977664,1,injection,0.0
25-Apr-19,8:17:44,27.52690613,1,injection,1.0
25-Apr-19,8:17:44,32.62726721,1,injection,0.0
25-Apr-19,8:17:44,34.04612044,1,injection,0.0
25-Apr-19,8:17:45,28.14336528,1,injection,1.0
25-Apr-19,8:17:49,27.51701784,1,injection,4.0
25-Apr-19,8:17:49,32.5126644,1,injection,0.0
25-Apr-19,8:17:49,33.57605397,1,injection,0.0
25-Apr-19,8:17:50,28.01728431,1,injection,1.0
25-Apr-19,8:17:53,28.2083517,1,injection,3.0
25-Apr-19,8:17:53,30.91659223,1,injection,0.0
25-Apr-19,8:17:53,26.74670281,1,injection,0.0
25-Apr-19,8:17:54,27.02084186,1,injection,1.0
25-Apr-19,8:17:54,32.2735637,1,injection,0.0
25-Apr-19,8:17:54,33.38160436,1,injection,0.0
25-Apr-19,8:17:55,27.70613992,1,injection,1.0
25-Apr-19,8:17:58,28.13681401,1,injection,3.0
25-Apr-19,8:17:58,30.88642475,1,injection,0.0
25-Apr-19,8:17:58,26.61053782,1,injection,0.0
25-Apr-19,8:17:59,26.79383678,1,injection,1.0
25-Apr-19,8:17:59,32.18869015,1,injection,0.0
25-Apr-19,8:17:59,33.28270431,1,injection,0.0
25-Apr-19,8:18:00,27.60602664,1,injection,1.0
25-Apr-19,8:18:03,27.97459776,1,injection,3.0
25-Apr-19,8:18:03,30.59783089,1,injection,0.0
25-Apr-19,8:18:03,26.17198624,1,injection,0.0
25-Apr-19,8:18:04,26.68374701,1,injection,1.0
25-Apr-19,8:18:04,32.10051996,1,injection,0.0
25-Apr-19,8:18:04,33.13930241,1,injection,0.0
25-Apr-19,8:18:05,27.55018877,1,injection,1.0
25-Apr-19,8:18:08,27.82194123,1,injection,3.0
25-Apr-19,8:18:08,30.36677279,1,injection,0.0
25-Apr-19,8:18:08,26.00657961,1,injection,0.0
25-Apr-19,8:18:09,26.21527005,1,injection,1.0
25-Apr-19,8:18:09,31.78255052,1,injection,0.0
25-Apr-19,8:18:09,32.98871791,1,injection,0.0
25-Apr-19,8:18:10,27.40651237,1,injection,1.0
25-Apr-19,8:18:13,27.71377135,1,injection,3.0
25-Apr-19,8:18:13,30.03223917,1,injection,0.0
25-Apr-19,8:18:13,25.65316232,1,injection,0.0
25-Apr-19,8:18:14,26.07565795,1,injection,1.0
25-Apr-19,8:18:14,31.71382428,1,injection,0.0
25-Apr-19,8:18:14,32.87314448,1,injection,0.0
25-Apr-19,8:18:15,27.35974103,1,injection,1.0
25-Apr-19,8:18:18,27.63671307,1,injection,3.0
25-Apr-19,8:18:18,29.67945428,1,injection,0.0
25-Apr-19,8:18:18,25.0,1,injection,0.0
25-Apr-19,8:18:19,25.83478658,1,injection,1.0
25-Apr-19,8:18:19,31.29752149,1,injection,0.0
25-Apr-19,8:18:19,32.57012539,1,injection,0.0
25-Apr-19,8:18:20,26.94771359,1,injection,1.0
25-Apr-19,8:18:23,27.55815599,1,injection,3.0
25-Apr-19,8:18:23,29.6478146,1,injection,0.0
25-Apr-19,8:18:23,33.33630198,1,injection,0.0
25-Apr-19,8:18:24,25.0,1,injection,1.0
25-Apr-19,8:18:24,30.8412847,1,injection,0.0
25-Apr-19,8:18:24,32.07520752,1,injection,0.0
25-Apr-19,8:18:25,26.5361109,1,injection,1.0
25-Apr-19,8:18:28,27.50327217,1,injection,3.0
25-Apr-19,8:18:28,29.25445407,1,injection,0.0
25-Apr-19,8:18:28,33.1751665,1,injection,0.0
25-Apr-19,8:18:29,29.66818444,1,injection,1.0
25-Apr-19,8:18:29,30.67779626,1,injection,0.0
25-Apr-19,8:18:29,31.96077116,1,injection,0.0
25-Apr-19,8:18:30,26.31968678,1,injection,1.0
25-Apr-19,8:18:33,27.11887554,1,injection,3.0
25-Apr-19,8:18:33,29.17074615,1,injection,0.0
25-Apr-19,8:18:33,32.78189832,1,injection,0.0
25-Apr-19,8:18:34,29.18059585,1,injection,1.0
25-Apr-19,8:18:34,30.52183635,1,injection,0.0
25-Apr-19,8:18:34,31.46309119,1,injection,0.0
25-Apr-19,8:18:35,26.20506231,1,injection,1.0
25-Apr-19,8:18:38,26.9289688,1,injection,3.0
25-Apr-19,8:18:38,28.9459796,1,injection,0.0
25-Apr-19,8:18:38,32.66587061,1,injection,0.0
25-Apr-19,8:18:39,29.1397192,1,injection,1.0
25-Apr-19,8:18:39,30.35295616,1,injection,0.0
25-Apr-19,8:18:39,31.35791678,1,injection,0.0
25-Apr-19,8:18:40,26.06708976,1,injection,1.0
25-Apr-19,8:18:43,26.68346868,1,injection,3.0
25-Apr-19,8:18:43,28.89033592,1,injection,0.0
25-Apr-19,8:18:43,32.46518907,1,injection,0.0
25-Apr-19,8:18:44,28.65279437,1,injection,1.0
25-Apr-19,8:18:44,30.11157249,1,injection,0.0
25-Apr-19,8:18:45,30.94204554,1,injection,1.0
25-Apr-19,8:18:45,25.9897511,1,injection,0.0
25-Apr-19,8:18:48,26.56208476,1,injection,3.0
25-Apr-19,8:18:48,28.80909792,1,injection,0.0
25-Apr-19,8:18:48,32.05346861,1,injection,0.0
25-Apr-19,8:18:49,28.57583723,1,injection,1.0
25-Apr-19,8:18:49,29.93571917,1,injection,0.0
25-Apr-19,8:18:50,30.63687634,1,injection,1.0
25-Apr-19,8:18:50,25.0,1,injection,0.0
25-Apr-19,8:18:53,26.47944369,1,injection,3.0
25-Apr-19,8:18:53,28.64453845,1,injection,0.0
25-Apr-19,8:18:53,31.6527298,1,injection,0.0
25-Apr-19,8:18:54,28.51446044,1,injection,1.0
25-Apr-19,8:18:54,29.81902861,1,injection,0.0
25-Apr-19,8:18:55,30.35687362,1,injection,1.0
25-Apr-19,8:18:55,30.143046,1,injection,0.0
25-Apr-19,8:18:58,26.2138769,1,injection,3.0
25-Apr-19,8:18:58,28.29069212,1,injection,0.0
25-Apr-19,8:18:58,31.6214767,1,injection,0.0
25-Apr-19,8:18:59,28.1779421,1,injection,1.0
25-Apr-19,8:18:59,29.60149294,1,injection,0.0
25-Apr-19,8:19:00,29.88018657,1,injection,1.0
25-Apr-19,8:19:00,29.79032695,1,injection,0.0
25-Apr-19,8:19:03,25.98694874,1,injection,3.0
25-Apr-19,8:19:03,28.09517796,1,injection,0.0
25-Apr-19,8:19:03,31.27925137,1,injection,0.0
25-Apr-19,8:19:04,27.80373051,1,injection,1.0
25-Apr-19,8:19:04,29.13506352,1,injection,0.0
25-Apr-19,8:19:05,29.84747754,1,injection,1.0
25-Apr-19,8:19:05,29.32631205,1,injection,0.0
25-Apr-19,8:19:08,25.0,1,injection,3.0
25-Apr-19,8:19:08,27.86095235,1,injection,0.0
25-Apr-19,8:19:08,30.92904125,1,injection,0.0
25-Apr-19,8:19:09,27.41074197,1,injection,1.0
25-Apr-19,8:19:09,29.06270155,1,injection,0.0
25-Apr-19,8:19:10,29.56479642,1,injection,1.0
25-Apr-19,8:19:10,28.99242714,1,injection,0.0
25-Apr-19,8:19:13,31.63032754,1,injection,3.0
25-Apr-19,8:19:13,27.61047704,1,injection,0.0
25-Apr-19,8:19:13,30.77927942,1,injection,0.0
25-Apr-19,8:19:14,27.13892341,1,injection,1.0
25-Apr-19,8:19:14,28.78175733,1,injection,0.0
25-Apr-19,8:19:15,29.40645335,1,injection,1.0
25-Apr-19,8:19:15,28.95534618,1,injection,0.0
25-Apr-19,8:19:18,31.39642577,1,injection,3.0
25-Apr-19,8:19:18,27.40768749,1,injection,0.0
25-Apr-19,8:19:18,30.3025446,1,injection,0.0
25-Apr-19,8:19:19,26.74611426,1,injection,1.0
25-Apr-19,8:19:19,28.5571249,1,injection,0.0
25-Apr-19,8:19:20,29.32476134,1,injection,1.0
25-Apr-19,8:19:20,28.79122141,1,injection,0.0
25-Apr-19,8:19:23,30.9320411,1,injection,3.0
25-Apr-19,8:19:23,27.37613765,1,injection,0.0
25-Apr-19,8:19:23,30.05381843,1,injection,0.0
25-Apr-19,8:19:24,26.28001496,1,injection,1.0
25-Apr-19,8:19:24,28.29538314,1,injection,0.0
25-Apr-19,8:19:25,28.90849145,1,injection,1.0
25-Apr-19,8:19:25,28.75643121,1,injection,0.0
25-Apr-19,8:19:28,30.7085889,1,injection,3.0
25-Apr-19,8:19:28,26.90123087,1,injection,0.0
25-Apr-19,8:19:28,30.0408688,1,injection,0.0
25-Apr-19,8:19:30,28.74201162,1,injection,2.0
25-Apr-19,8:19:30,28.48040958,1,injection,0.0
25-Apr-19,8:19:33,30.54631979,1,injection,3.0
25-Apr-19,8:19:33,26.81463156,1,injection,0.0
25-Apr-19,8:19:33,29.63238256,1,injection,0.0
25-Apr-19,8:19:34,25.88575402,1,injection,1.0
25-Apr-19,8:19:34,27.6151123,1,injection,0.0
25-Apr-19,8:19:35,28.26867792,1,injection,1.0
25-Apr-19,8:19:35,28.03661502,1,injection,0.0
25-Apr-19,8:19:38,30.08649123,1,injection,3.0
25-Apr-19,8:19:38,26.56316775,1,injection,0.0
25-Apr-19,8:19:38,29.18156363,1,injection,0.0
25-Apr-19,8:19:39,25.0,1,injection,1.0
25-Apr-19,8:19:39,27.28653896,1,injection,0.0
25-Apr-19,8:19:40,27.86201397,1,injection,1.0
25-Apr-19,8:19:40,27.75992528,1,injection,0.0
25-Apr-19,8:19:43,30.04058244,1,injection,3.0
25-Apr-19,8:19:43,26.2411613,1,injection,0.0
25-Apr-19,8:19:43,29.12556748,1,injection,0.0
25-Apr-19,8:19:44,34.36365697,1,injection,1.0
25-Apr-19,8:19:44,27.2662149,1,injection,0.0
25-Apr-19,8:19:45,27.52978428,1,injection,1.0
25-Apr-19,8:19:45,27.55652611,1,injection,0.0
25-Apr-19,8:19:48,29.6897849,1,injection,3.0
25-Apr-19,8:19:48,25.9501397,1,injection,0.0
25-Apr-19,8:19:48,28.81923941,1,injection,0.0
25-Apr-19,8:19:49,34.3278732,1,injection,1.0
25-Apr-19,8:19:49,27.11041186,1,injection,0.0
25-Apr-19,8:19:53,29.50643982,1,injection,4.0
25-Apr-19,8:19:53,25.0,1,injection,0.0
25-Apr-19,8:19:53,28.37507011,1,injection,0.0
25-Apr-19,8:19:54,34.06115887,1,injection,1.0
25-Apr-19,8:19:54,26.99255271,1,injection,0.0
25-Apr-19,8:19:55,26.85610626,1,injection,1.0
25-Apr-19,8:19:55,26.89711394,1,injection,0.0
25-Apr-19,8:19:58,29.03035288,1,injection,3.0
25-Apr-19,8:19:58,29.51387278,1,injection,0.0
25-Apr-19,8:19:58,28.25137091,1,injection,0.0
25-Apr-19,8:19:59,33.93525529,1,injection,1.0
25-Apr-19,8:19:59,26.52132256,1,injection,0.0
25-Apr-19,8:20:00,26.6404238,1,injection,1.0
25-Apr-19,8:20:00,26.86450415,1,injection,0.0
25-Apr-19,8:20:03,28.74949543,1,injection,3.0
25-Apr-19,8:20:03,29.26874403,1,injection,0.0
25-Apr-19,8:20:03,27.83879655,1,injection,0.0
25-Apr-19,8:20:04,33.68565493,1,injection,1.0
25-Apr-19,8:20:04,26.10686853,1,injection,0.0
25-Apr-19,8:20:05,26.5584274,1,injection,1.0
25-Apr-19,8:20:05,26.82663757,1,injection,0.0
25-Apr-19,8:20:08,28.6894716,1,injection,3.0
25-Apr-19,8:20:08,28.85679081,1,injection,0.0
25-Apr-19,8:20:08,27.50445318,1,injection,0.0
25-Apr-19,8:20:09,33.21712828,1,injection,1.0
25-Apr-19,8:20:09,25.99394312,1,injection,0.0
25-Apr-19,8:20:10,26.55552055,1,injection,1.0
25-Apr-19,8:20:10,26.46902245,1,injection,0.0
25-Apr-19,8:20:13,28.61228468,1,injection,3.0
25-Apr-19,8:20:13,28.40305167,1,injection,0.0
25-Apr-19,8:20:13,27.35356071,1,injection,0.0
25-Apr-19,8:20:15,26.17972361,1,injection,2.0
25-Apr-19,8:20:15,26.38002754,1,injection,0.0
25-Apr-19,8:20:18,28.26795882,1,injection,3.0
25-Apr-19,8:20:18,28.23689605,1,injection,0.0
25-Apr-19,8:20:18,27.27843331,1,injection,0.0
25-Apr-19,8:20:20,26.10023389,1,injection,2.0
25-Apr-19,8:20:20,26.18238241,1,injection,0.0
25-Apr-19,8:20:24,32.32777362,1,injection,4.0
25-Apr-19,8:20:24,31.65945986,1,injection,0.0
25-Apr-19,8:20:25,25.94657186,1,injection,1.0
25-Apr-19,8:20:25,25.86818181,1,injection,0.0
25-Apr-19,8:20:29,32.32203239,1,injection,4.0
25-Apr-19,8:20:29,31.28987454,1,injection,0.0
25-Apr-19,8:20:30,25.0,1,injection,1.0
25-Apr-19,8:20:33,27.56400316,1,injection,3.0
25-Apr-19,8:20:33,27.11136526,1,injection,0.0
25-Apr-19,8:20:33,26.45285108,1,injection,0.0
25-Apr-19,8:20:34,32.16325735,1,injection,1.0
25-Apr-19,8:20:34,31.22907528,1,injection,0.0
25-Apr-19,8:20:35,32.33757264,1,injection,1.0
25-Apr-19,8:20:35,34.96072308,1,injection,0.0
25-Apr-19,8:20:39,31.81650676,1,injection,4.0
25-Apr-19,8:20:39,31.21374789,1,injection,0.0
25-Apr-19,8:20:40,32.03987594,1,injection,1.0
25-Apr-19,8:20:40,34.71955619,1,injection,0.0
25-Apr-19,8:20:43,27.1306067,1,injection,3.0
25-Apr-19,8:20:43,26.5294895,1,injection,0.0
25-Apr-19,8:20:43,25.95737082,1,injection,0.0
25-Apr-19,8:20:44,31.34133523,1,injection,1.0
25-Apr-19,8:20:44,31.00582523,1,injection,0.0
25-Apr-19,8:20:45,31.66271367,1,injection,1.0
25-Apr-19,8:20:45,34.56365011,1,injection,0.0
25-Apr-19,8:20:49,31.28956317,1,injection,4.0
25-Apr-19,8:20:49,30.65287192,1,injection,0.0
25-Apr-19,8:20:50,31.3192422,1,injection,1.0
25-Apr-19,8:20:50,34.40755975,1,injection,0.0
25-Apr-19,8:20:53,26.86063261,1,injection,3.0
25-Apr-19,8:20:53,25.83055762,1,injection,0.0
25-Apr-19,8:20:53,27.84882981,1,injection,0.0
25-Apr-19,8:20:54,30.82949359,1,injection,1.0
25-Apr-19,8:20:54,30.25442786,1,injection,0.0
25-Apr-19,8:20:55,31.16450606,1,injection,1.0
25-Apr-19,8:20:55,34.12951469,1,injection,0.0
25-Apr-19,8:20:59,30.8070166,1,injection,4.0
25-Apr-19,8:20:59,30.00570039,1,injection,0.0
25-Apr-19,8:21:00,30.6697454,1,injection,1.0
25-Apr-19,8:21:00,33.78750116,1,injection,0.0
25-Apr-19,8:21:03,26.47067668,1,injection,3.0
25-Apr-19,8:21:03,33.98516286,1,injection,0.0
25-Apr-19,8:21:03,27.5022877,1,injection,0.0
25-Apr-19,8:21:04,30.663789,1,injection,1.0
25-Apr-19,8:21:04,29.76381272,1,injection,0.0
25-Apr-19,8:21:05,30.36486945,1,injection,1.0
25-Apr-19,8:21:05,33.38556424,1,injection,0.0
25-Apr-19,8:21:08,26.26097197,1,injection,3.0
25-Apr-19,8:21:08,33.82086738,1,injection,0.0
25-Apr-19,8:21:08,27.29863166,1,injection,0.0
25-Apr-19,8:21:09,30.65101352,1,injection,1.0
25-Apr-19,8:21:09,29.74594548,1,injection,0.0
25-Apr-19,8:21:10,30.15603669,1,injection,1.0
25-Apr-19,8:21:10,33.07547318,1,injection,0.0
25-Apr-19,8:21:14,30.26924436,1,injection,4.0
25-Apr-19,8:21:14,29.59992812,1,injection,0.0
25-Apr-19,8:21:15,29.80403787,1,injection,1.0
25-Apr-19,8:21:15,33.02063453,1,injection,0.0
25-Apr-19,8:21:19,27.05577511,1,injection,4.0
25-Apr-19,8:21:19,30.13119474,1,injection,0.0
25-Apr-19,8:21:19,29.25021302,1,injection,0.0
25-Apr-19,8:21:20,29.32966397,1,injection,1.0
25-Apr-19,8:21:21,32.94856089,1,injection,1.0
25-Apr-19,8:21:23,27.75007049,1,injection,2.0
