date,time,humidity,label,type,delta_time
25-Apr-19,22:25:12,88.55423531,1,ddos,5.0
25-Apr-19,22:25:12,34.39472756,1,ddos,0.0
25-Apr-19,22:25:12,15.28207312,1,ddos,0.0
25-Apr-19,22:25:17,88.55423531,1,ddos,5.0
25-Apr-19,22:25:17,34.39472756,1,ddos,0.0
25-Apr-19,22:25:17,15.28207312,1,ddos,0.0
25-Apr-19,22:25:27,92.7253209,1,ddos,10.0
25-Apr-19,22:25:32,92.7253209,1,ddos,5.0
25-Apr-19,22:25:38,34.39472756,1,ddos,6.0
25-Apr-19,22:25:38,15.28207312,1,ddos,0.0
25-Apr-19,22:25:42,96.98825538,1,ddos,4.0
25-Apr-19,22:25:43,34.39472756,1,ddos,1.0
25-Apr-19,22:25:43,15.28207312,1,ddos,0.0
25-Apr-19,22:25:47,96.98825538,1,ddos,4.0
25-Apr-19,22:25:48,35.79224739,1,ddos,1.0
25-Apr-19,22:25:48,15.28207312,1,ddos,0.0
25-Apr-19,22:25:52,96.98825538,1,ddos,4.0
25-Apr-19,22:25:53,35.79224739,1,ddos,1.0
25-Apr-19,22:25:53,10.64926256,1,ddos,0.0
25-Apr-19,22:25:58,35.79224739,1,ddos,5.0
25-Apr-19,22:25:58,10.64926256,1,ddos,0.0
25-Apr-19,22:26:02,96.98825538,1,ddos,4.0
25-Apr-19,22:26:07,96.36465744,1,ddos,5.0
25-Apr-19,22:26:08,35.79224739,1,ddos,1.0
25-Apr-19,22:26:08,8.974859088,1,ddos,0.0
25-Apr-19,22:26:12,96.36465744,1,ddos,4.0
25-Apr-19,22:26:13,35.79224739,1,ddos,1.0
25-Apr-19,22:26:13,11.72457745,1,ddos,0.0
25-Apr-19,22:26:17,96.36465744,1,ddos,4.0
25-Apr-19,22:26:18,35.79224739,1,ddos,1.0
25-Apr-19,22:26:18,11.72457745,1,ddos,0.0
25-Apr-19,22:26:23,35.79224739,1,ddos,5.0
25-Apr-19,22:26:23,11.72457745,1,ddos,0.0
25-Apr-19,22:26:28,35.79224739,1,ddos,5.0
25-Apr-19,22:26:28,11.72457745,1,ddos,0.0
25-Apr-19,22:26:32,93.13186544,1,ddos,4.0
25-Apr-19,22:26:37,88.14744204,1,ddos,5.0
25-Apr-19,22:26:43,35.02571217,1,ddos,6.0
25-Apr-19,22:26:43,13.84217725,1,ddos,0.0
25-Apr-19,22:26:47,88.14744204,1,ddos,4.0
25-Apr-19,22:26:48,30.03471172,1,ddos,1.0
25-Apr-19,22:26:48,13.84217725,1,ddos,0.0
25-Apr-19,22:26:53,30.03471172,1,ddos,5.0
25-Apr-19,22:26:53,13.84217725,1,ddos,0.0
25-Apr-19,22:27:02,88.14744204,1,ddos,9.0
25-Apr-19,22:27:03,25.30136577,1,ddos,1.0
25-Apr-19,22:27:03,13.84217725,1,ddos,0.0
25-Apr-19,22:27:07,88.14744204,1,ddos,4.0
25-Apr-19,22:27:13,25.30136577,1,ddos,6.0
25-Apr-19,22:27:13,13.84217725,1,ddos,0.0
25-Apr-19,22:27:17,88.14744204,1,ddos,4.0
25-Apr-19,22:27:18,25.30136577,1,ddos,1.0
25-Apr-19,22:27:18,13.84217725,1,ddos,0.0
25-Apr-19,22:27:22,88.14744204,1,ddos,4.0
25-Apr-19,22:27:23,25.30136577,1,ddos,1.0
25-Apr-19,22:27:23,13.84217725,1,ddos,0.0
25-Apr-19,22:27:28,22.91852603,1,ddos,5.0
25-Apr-19,22:27:28,13.84217725,1,ddos,0.0
25-Apr-19,22:27:32,88.14744204,1,ddos,4.0
25-Apr-19,22:27:33,22.91852603,1,ddos,1.0
25-Apr-19,22:27:33,13.84217725,1,ddos,0.0
25-Apr-19,22:27:37,88.14744204,1,ddos,4.0
25-Apr-19,22:27:38,22.91852603,1,ddos,1.0
25-Apr-19,22:27:38,13.84217725,1,ddos,0.0
25-Apr-19,22:27:42,88.14744204,1,ddos,4.0
25-Apr-19,22:27:43,22.91852603,1,ddos,1.0
25-Apr-19,22:27:43,13.84217725,1,ddos,0.0
25-Apr-19,22:27:47,88.14744204,1,ddos,4.0
25-Apr-19,22:27:48,22.91852603,1,ddos,1.0
25-Apr-19,22:27:48,10.84326907,1,ddos,0.0
25-Apr-19,22:27:52,88.14744204,1,ddos,4.0
25-Apr-19,22:27:53,22.91852603,1,ddos,1.0
25-Apr-19,22:27:53,10.84326907,1,ddos,0.0
25-Apr-19,22:27:58,22.91852603,1,ddos,5.0
25-Apr-19,22:27:58,10.84326907,1,ddos,0.0
25-Apr-19,22:28:02,87.0941555,1,ddos,4.0
25-Apr-19,22:28:07,87.0941555,1,ddos,5.0
25-Apr-19,22:28:12,87.0941555,1,ddos,5.0
25-Apr-19,22:28:17,87.0941555,1,ddos,5.0
25-Apr-19,22:28:18,22.91852603,1,ddos,1.0
25-Apr-19,22:28:18,7.447754578,1,ddos,0.0
25-Apr-19,22:28:22,87.0941555,1,ddos,4.0
25-Apr-19,22:28:23,22.99878972,1,ddos,1.0
25-Apr-19,22:28:23,8.324800714,1,ddos,0.0
25-Apr-19,22:28:28,27.63440425,1,ddos,5.0
25-Apr-19,22:28:28,8.324800714,1,ddos,0.0
25-Apr-19,22:28:32,87.0941555,1,ddos,4.0
25-Apr-19,22:28:37,83.36190942,1,ddos,5.0
25-Apr-19,22:28:42,83.36190942,1,ddos,5.0
25-Apr-19,22:28:43,32.71524081,1,ddos,1.0
25-Apr-19,22:28:43,8.324800714,1,ddos,0.0
25-Apr-19,22:28:47,83.36190942,1,ddos,4.0
25-Apr-19,22:28:48,32.71524081,1,ddos,1.0
25-Apr-19,22:28:48,8.324800714,1,ddos,0.0
25-Apr-19,22:28:52,79.88875533,1,ddos,4.0
25-Apr-19,22:28:53,32.71524081,1,ddos,1.0
25-Apr-19,22:28:53,8.324800714,1,ddos,0.0
25-Apr-19,22:28:57,79.88875533,1,ddos,4.0
25-Apr-19,22:28:58,32.71524081,1,ddos,1.0
25-Apr-19,22:28:58,8.324800714,1,ddos,0.0
25-Apr-19,22:29:02,79.88875533,1,ddos,4.0
25-Apr-19,22:29:07,79.88875533,1,ddos,5.0
25-Apr-19,22:29:08,32.71524081,1,ddos,1.0
25-Apr-19,22:29:08,10.08549007,1,ddos,0.0
25-Apr-19,22:29:12,79.88875533,1,ddos,4.0
25-Apr-19,22:29:13,32.71524081,1,ddos,1.0
25-Apr-19,22:29:13,10.08549007,1,ddos,0.0
25-Apr-19,22:29:17,79.88875533,1,ddos,4.0
25-Apr-19,22:29:18,32.71524081,1,ddos,1.0
25-Apr-19,22:29:18,10.08549007,1,ddos,0.0
25-Apr-19,22:29:22,79.88875533,1,ddos,4.0
25-Apr-19,22:29:23,32.71524081,1,ddos,1.0
25-Apr-19,22:29:23,10.08549007,1,ddos,0.0
25-Apr-19,22:29:28,33.1004004,1,ddos,5.0
25-Apr-19,22:29:28,10.08549007,1,ddos,0.0
25-Apr-19,22:29:32,79.88875533,1,ddos,4.0
25-Apr-19,22:29:38,36.21946189,1,ddos,6.0
25-Apr-19,22:29:38,10.08549007,1,ddos,0.0
25-Apr-19,22:29:42,79.88875533,1,ddos,4.0
25-Apr-19,22:29:43,36.21946189,1,ddos,1.0
25-Apr-19,22:29:43,10.08549007,1,ddos,0.0
25-Apr-19,22:29:48,36.21946189,1,ddos,5.0
25-Apr-19,22:29:48,10.08549007,1,ddos,0.0
25-Apr-19,22:29:52,81.51990305,1,ddos,4.0
25-Apr-19,22:29:53,38.52562799,1,ddos,1.0
25-Apr-19,22:29:53,10.08549007,1,ddos,0.0
25-Apr-19,22:30:02,81.51990305,1,ddos,9.0
25-Apr-19,22:30:08,40.44399406,1,ddos,6.0
25-Apr-19,22:30:08,10.08549007,1,ddos,0.0
25-Apr-19,22:30:12,81.51990305,1,ddos,4.0
25-Apr-19,22:30:13,40.44399406,1,ddos,1.0
25-Apr-19,22:30:13,10.08549007,1,ddos,0.0
25-Apr-19,22:30:18,40.70447436,1,ddos,5.0
25-Apr-19,22:30:18,14.34225692,1,ddos,0.0
25-Apr-19,22:30:22,81.51990305,1,ddos,4.0
25-Apr-19,22:30:23,40.70447436,1,ddos,1.0
25-Apr-19,22:30:23,14.34225692,1,ddos,0.0
25-Apr-19,22:30:28,40.70447436,1,ddos,5.0
25-Apr-19,22:30:28,14.34225692,1,ddos,0.0
25-Apr-19,22:30:32,81.51990305,1,ddos,4.0
25-Apr-19,22:30:33,40.70447436,1,ddos,1.0
25-Apr-19,22:30:33,14.34225692,1,ddos,0.0
25-Apr-19,22:30:38,81.51990305,1,ddos,5.0
25-Apr-19,22:30:38,40.70447436,1,ddos,0.0
25-Apr-19,22:30:38,14.34225692,1,ddos,0.0
25-Apr-19,22:30:43,81.51990305,1,ddos,5.0
25-Apr-19,22:30:43,39.81870073,1,ddos,0.0
25-Apr-19,22:30:43,10.45338518,1,ddos,0.0
25-Apr-19,22:30:48,81.51990305,1,ddos,5.0
25-Apr-19,22:30:48,39.81870073,1,ddos,0.0
25-Apr-19,22:30:48,10.45338518,1,ddos,0.0
25-Apr-19,22:30:53,81.51990305,1,ddos,5.0
25-Apr-19,22:30:53,39.81870073,1,ddos,0.0
25-Apr-19,22:30:53,10.45338518,1,ddos,0.0
25-Apr-19,22:30:58,81.51990305,1,ddos,5.0
25-Apr-19,22:30:58,39.81870073,1,ddos,0.0
25-Apr-19,22:30:58,10.45338518,1,ddos,0.0
25-Apr-19,22:31:03,81.51990305,1,ddos,5.0
25-Apr-19,22:31:03,39.81870073,1,ddos,0.0
25-Apr-19,22:31:03,10.45338518,1,ddos,0.0
25-Apr-19,22:31:13,81.51990305,1,ddos,10.0
25-Apr-19,22:31:13,39.81870073,1,ddos,0.0
25-Apr-19,22:31:13,10.45338518,1,ddos,0.0
25-Apr-19,22:31:18,81.51990305,1,ddos,5.0
25-Apr-19,22:31:18,39.81870073,1,ddos,0.0
25-Apr-19,22:31:18,10.45338518,1,ddos,0.0
25-Apr-19,22:31:23,81.51990305,1,ddos,5.0
25-Apr-19,22:31:23,39.81870073,1,ddos,0.0
25-Apr-19,22:31:23,14.86741026,1,ddos,0.0
25-Apr-19,22:31:28,81.51990305,1,ddos,5.0
25-Apr-19,22:31:28,41.68350122,1,ddos,0.0
25-Apr-19,22:31:28,14.86741026,1,ddos,0.0
25-Apr-19,22:31:38,81.51990305,1,ddos,10.0
25-Apr-19,22:31:38,41.68350122,1,ddos,0.0
25-Apr-19,22:31:38,14.86741026,1,ddos,0.0
25-Apr-19,22:31:43,81.51990305,1,ddos,5.0
25-Apr-19,22:31:43,41.68350122,1,ddos,0.0
25-Apr-19,22:31:43,14.86741026,1,ddos,0.0
25-Apr-19,22:31:53,78.95384299,1,ddos,10.0
25-Apr-19,22:31:53,41.68350122,1,ddos,0.0
25-Apr-19,22:31:53,14.86741026,1,ddos,0.0
25-Apr-19,22:31:58,75.1270287,1,ddos,5.0
25-Apr-19,22:31:58,41.68350122,1,ddos,0.0
25-Apr-19,22:31:58,14.86741026,1,ddos,0.0
25-Apr-19,22:32:08,75.1270287,1,ddos,10.0
25-Apr-19,22:32:08,41.68350122,1,ddos,0.0
25-Apr-19,22:32:08,14.86741026,1,ddos,0.0
25-Apr-19,22:32:13,75.1270287,1,ddos,5.0
25-Apr-19,22:32:13,41.68350122,1,ddos,0.0
25-Apr-19,22:32:13,14.86741026,1,ddos,0.0
25-Apr-19,22:32:18,75.1270287,1,ddos,5.0
25-Apr-19,22:32:18,41.68350122,1,ddos,0.0
25-Apr-19,22:32:18,14.86741026,1,ddos,0.0
25-Apr-19,22:32:23,76.95806612,1,ddos,5.0
25-Apr-19,22:32:23,43.25975069,1,ddos,0.0
25-Apr-19,22:32:23,13.32949315,1,ddos,0.0
25-Apr-19,22:32:28,76.95806612,1,ddos,5.0
25-Apr-19,22:32:28,43.25975069,1,ddos,0.0
25-Apr-19,22:32:28,13.32949315,1,ddos,0.0
25-Apr-19,22:32:43,76.95806612,1,ddos,15.0
25-Apr-19,22:32:43,43.25975069,1,ddos,0.0
25-Apr-19,22:32:43,13.32949315,1,ddos,0.0
25-Apr-19,22:32:48,76.95806612,1,ddos,5.0
25-Apr-19,22:32:48,43.25975069,1,ddos,0.0
25-Apr-19,22:32:48,13.32949315,1,ddos,0.0
25-Apr-19,22:32:53,76.95806612,1,ddos,5.0
25-Apr-19,22:32:53,41.77696255,1,ddos,0.0
25-Apr-19,22:32:53,13.32949315,1,ddos,0.0
25-Apr-19,22:32:58,76.95806612,1,ddos,5.0
25-Apr-19,22:32:58,45.55747831,1,ddos,0.0
25-Apr-19,22:32:58,13.32949315,1,ddos,0.0
25-Apr-19,22:33:08,76.95806612,1,ddos,10.0
25-Apr-19,22:33:08,45.55747831,1,ddos,0.0
25-Apr-19,22:33:08,13.32949315,1,ddos,0.0
25-Apr-19,22:33:13,76.95806612,1,ddos,5.0
25-Apr-19,22:33:13,50.43111554,1,ddos,0.0
25-Apr-19,22:33:13,13.32949315,1,ddos,0.0
25-Apr-19,22:33:18,76.95806612,1,ddos,5.0
25-Apr-19,22:33:18,50.43111554,1,ddos,0.0
25-Apr-19,22:33:18,13.32949315,1,ddos,0.0
25-Apr-19,22:33:23,76.95806612,1,ddos,5.0
25-Apr-19,22:33:23,50.43111554,1,ddos,0.0
25-Apr-19,22:33:23,8.474116671,1,ddos,0.0
25-Apr-19,22:33:28,76.95806612,1,ddos,5.0
25-Apr-19,22:33:28,50.43111554,1,ddos,0.0
25-Apr-19,22:33:28,8.474116671,1,ddos,0.0
25-Apr-19,22:33:38,76.95806612,1,ddos,10.0
25-Apr-19,22:33:38,50.43111554,1,ddos,0.0
25-Apr-19,22:33:38,8.474116671,1,ddos,0.0
25-Apr-19,22:33:43,76.95806612,1,ddos,5.0
25-Apr-19,22:33:43,50.43111554,1,ddos,0.0
25-Apr-19,22:33:43,8.474116671,1,ddos,0.0
25-Apr-19,22:33:48,81.83762371,1,ddos,5.0
25-Apr-19,22:33:48,52.22672733,1,ddos,0.0
25-Apr-19,22:33:48,8.474116671,1,ddos,0.0
25-Apr-19,22:33:53,81.83762371,1,ddos,5.0
25-Apr-19,22:33:53,52.22672733,1,ddos,0.0
25-Apr-19,22:33:53,8.474116671,1,ddos,0.0
25-Apr-19,22:33:58,80.52730051,1,ddos,5.0
25-Apr-19,22:33:58,52.22672733,1,ddos,0.0
25-Apr-19,22:33:58,8.474116671,1,ddos,0.0
25-Apr-19,22:34:08,85.15287388,1,ddos,10.0
25-Apr-19,22:34:08,52.22672733,1,ddos,0.0
25-Apr-19,22:34:08,8.474116671,1,ddos,0.0
25-Apr-19,22:34:13,85.15287388,1,ddos,5.0
25-Apr-19,22:34:13,52.22672733,1,ddos,0.0
25-Apr-19,22:34:13,6.725815709,1,ddos,0.0
25-Apr-19,22:34:23,85.15287388,1,ddos,10.0
25-Apr-19,22:34:23,52.22672733,1,ddos,0.0
25-Apr-19,22:34:23,5.82600883,1,ddos,0.0
25-Apr-19,22:34:38,85.15287388,1,ddos,15.0
25-Apr-19,22:34:38,53.67346222,1,ddos,0.0
25-Apr-19,22:34:38,5.82600883,1,ddos,0.0
25-Apr-19,22:34:43,85.15287388,1,ddos,5.0
25-Apr-19,22:34:43,50.00272732,1,ddos,0.0
25-Apr-19,22:34:43,5.82600883,1,ddos,0.0
25-Apr-19,22:34:48,85.15287388,1,ddos,5.0
25-Apr-19,22:34:48,50.00272732,1,ddos,0.0
25-Apr-19,22:34:48,5.82600883,1,ddos,0.0
25-Apr-19,22:34:53,85.15287388,1,ddos,5.0
25-Apr-19,22:34:53,50.00272732,1,ddos,0.0
25-Apr-19,22:34:53,7.503629228,1,ddos,0.0
25-Apr-19,22:34:58,85.15287388,1,ddos,5.0
25-Apr-19,22:34:58,50.00272732,1,ddos,0.0
25-Apr-19,22:34:58,7.503629228,1,ddos,0.0
25-Apr-19,22:35:18,80.73056029,1,ddos,20.0
25-Apr-19,22:35:18,50.00272732,1,ddos,0.0
25-Apr-19,22:35:18,9.806039475,1,ddos,0.0
25-Apr-19,22:35:23,80.73056029,1,ddos,5.0
25-Apr-19,22:35:23,50.00272732,1,ddos,0.0
25-Apr-19,22:35:23,9.806039475,1,ddos,0.0
25-Apr-19,22:35:28,80.73056029,1,ddos,5.0
25-Apr-19,22:35:28,50.8763707,1,ddos,0.0
25-Apr-19,22:35:28,9.806039475,1,ddos,0.0
25-Apr-19,22:35:38,80.73056029,1,ddos,10.0
25-Apr-19,22:35:38,50.8763707,1,ddos,0.0
25-Apr-19,22:35:38,9.806039475,1,ddos,0.0
25-Apr-19,22:35:43,77.59126146,1,ddos,5.0
25-Apr-19,22:35:43,50.8763707,1,ddos,0.0
25-Apr-19,22:35:43,9.825270103,1,ddos,0.0
25-Apr-19,22:35:53,77.59126146,1,ddos,10.0
25-Apr-19,22:35:53,50.8763707,1,ddos,0.0
25-Apr-19,22:35:53,9.825270103,1,ddos,0.0
25-Apr-19,22:35:58,77.59126146,1,ddos,5.0
25-Apr-19,22:35:58,50.8763707,1,ddos,0.0
25-Apr-19,22:35:58,9.825270103,1,ddos,0.0
25-Apr-19,22:36:08,77.59126146,1,ddos,10.0
25-Apr-19,22:36:08,47.4334001,1,ddos,0.0
25-Apr-19,22:36:08,12.30049548,1,ddos,0.0
25-Apr-19,22:36:13,77.59126146,1,ddos,5.0
25-Apr-19,22:36:13,42.53290351,1,ddos,0.0
25-Apr-19,22:36:13,14.27569067,1,ddos,0.0
25-Apr-19,22:36:18,77.59126146,1,ddos,5.0
25-Apr-19,22:36:18,42.53290351,1,ddos,0.0
25-Apr-19,22:36:18,14.27569067,1,ddos,0.0
25-Apr-19,22:36:23,77.59126146,1,ddos,5.0
25-Apr-19,22:36:23,42.53290351,1,ddos,0.0
25-Apr-19,22:36:23,14.27569067,1,ddos,0.0
25-Apr-19,22:36:28,77.59126146,1,ddos,5.0
25-Apr-19,22:36:28,42.53290351,1,ddos,0.0
25-Apr-19,22:36:28,13.4574192,1,ddos,0.0
25-Apr-19,22:36:38,77.4037844,1,ddos,10.0
25-Apr-19,22:36:38,46.42016354,1,ddos,0.0
25-Apr-19,22:36:38,13.4574192,1,ddos,0.0
25-Apr-19,22:36:48,77.4037844,1,ddos,10.0
25-Apr-19,22:36:48,46.42016354,1,ddos,0.0
25-Apr-19,22:36:48,13.4574192,1,ddos,0.0
25-Apr-19,22:36:53,74.14719361,1,ddos,5.0
25-Apr-19,22:36:53,46.42016354,1,ddos,0.0
25-Apr-19,22:36:53,13.4574192,1,ddos,0.0
25-Apr-19,22:36:58,74.14719361,1,ddos,5.0
25-Apr-19,22:36:58,46.42016354,1,ddos,0.0
25-Apr-19,22:36:58,13.4574192,1,ddos,0.0
25-Apr-19,22:37:03,74.14719361,1,ddos,5.0
25-Apr-19,22:37:03,41.79225286,1,ddos,0.0
25-Apr-19,22:37:03,13.4574192,1,ddos,0.0
25-Apr-19,22:37:08,72.33006812,1,ddos,5.0
25-Apr-19,22:37:08,41.79225286,1,ddos,0.0
25-Apr-19,22:37:08,13.4574192,1,ddos,0.0
25-Apr-19,22:37:13,72.33006812,1,ddos,5.0
25-Apr-19,22:37:13,39.49580209,1,ddos,0.0
25-Apr-19,22:37:13,13.4574192,1,ddos,0.0
25-Apr-19,22:37:18,72.33006812,1,ddos,5.0
25-Apr-19,22:37:18,39.49580209,1,ddos,0.0
25-Apr-19,22:37:18,13.4574192,1,ddos,0.0
25-Apr-19,22:37:23,72.33006812,1,ddos,5.0
25-Apr-19,22:37:23,39.49580209,1,ddos,0.0
25-Apr-19,22:37:23,12.91900877,1,ddos,0.0
25-Apr-19,22:37:28,72.33006812,1,ddos,5.0
25-Apr-19,22:37:28,39.49580209,1,ddos,0.0
25-Apr-19,22:37:28,14.54908437,1,ddos,0.0
25-Apr-19,22:37:38,71.84525297,1,ddos,10.0
25-Apr-19,22:37:38,39.49580209,1,ddos,0.0
25-Apr-19,22:37:38,14.54908437,1,ddos,0.0
25-Apr-19,22:37:43,71.84525297,1,ddos,5.0
25-Apr-19,22:37:43,34.50289405,1,ddos,0.0
25-Apr-19,22:37:43,14.54908437,1,ddos,0.0
25-Apr-19,22:37:48,70.17821361,1,ddos,5.0
25-Apr-19,22:37:48,34.25928771,1,ddos,0.0
25-Apr-19,22:37:48,14.54908437,1,ddos,0.0
25-Apr-19,22:37:53,70.17821361,1,ddos,5.0
25-Apr-19,22:37:53,33.06376688,1,ddos,0.0
25-Apr-19,22:37:53,14.54908437,1,ddos,0.0
25-Apr-19,22:37:58,73.64829868,1,ddos,5.0
25-Apr-19,22:37:58,33.06376688,1,ddos,0.0
25-Apr-19,22:37:58,14.54908437,1,ddos,0.0
25-Apr-19,22:38:08,73.64829868,1,ddos,10.0
25-Apr-19,22:38:08,33.06376688,1,ddos,0.0
25-Apr-19,22:38:08,14.54908437,1,ddos,0.0
25-Apr-19,22:38:18,73.64829868,1,ddos,10.0
25-Apr-19,22:38:18,33.06376688,1,ddos,0.0
25-Apr-19,22:38:18,14.54908437,1,ddos,0.0
25-Apr-19,22:38:23,73.64829868,1,ddos,5.0
25-Apr-19,22:38:23,33.06376688,1,ddos,0.0
25-Apr-19,22:38:23,14.54908437,1,ddos,0.0
25-Apr-19,22:38:28,73.64829868,1,ddos,5.0
25-Apr-19,22:38:28,33.06376688,1,ddos,0.0
25-Apr-19,22:38:28,14.54908437,1,ddos,0.0
25-Apr-19,22:38:38,76.66351438,1,ddos,10.0
25-Apr-19,22:38:38,33.06376688,1,ddos,0.0
25-Apr-19,22:38:38,18.65217675,1,ddos,0.0
25-Apr-19,22:38:43,76.66351438,1,ddos,5.0
25-Apr-19,22:38:43,33.06376688,1,ddos,0.0
25-Apr-19,22:38:43,18.65217675,1,ddos,0.0
25-Apr-19,22:38:48,76.66351438,1,ddos,5.0
25-Apr-19,22:38:48,33.06376688,1,ddos,0.0
25-Apr-19,22:38:48,18.65217675,1,ddos,0.0
25-Apr-19,22:38:53,76.66351438,1,ddos,5.0
25-Apr-19,22:38:53,33.06376688,1,ddos,0.0
25-Apr-19,22:38:53,18.65217675,1,ddos,0.0
25-Apr-19,22:38:58,76.66351438,1,ddos,5.0
25-Apr-19,22:38:58,33.06376688,1,ddos,0.0
25-Apr-19,22:38:58,18.65217675,1,ddos,0.0
25-Apr-19,22:39:08,76.66351438,1,ddos,10.0
25-Apr-19,22:39:08,33.06376688,1,ddos,0.0
25-Apr-19,22:39:08,18.65217675,1,ddos,0.0
25-Apr-19,22:39:13,80.83018729,1,ddos,5.0
25-Apr-19,22:39:13,33.06376688,1,ddos,0.0
25-Apr-19,22:39:13,18.65217675,1,ddos,0.0
25-Apr-19,22:39:18,80.83018729,1,ddos,5.0
25-Apr-19,22:39:18,33.06376688,1,ddos,0.0
25-Apr-19,22:39:18,18.65217675,1,ddos,0.0
25-Apr-19,22:39:23,80.83018729,1,ddos,5.0
25-Apr-19,22:39:23,33.06376688,1,ddos,0.0
25-Apr-19,22:39:23,18.65217675,1,ddos,0.0
25-Apr-19,22:39:28,80.83018729,1,ddos,5.0
25-Apr-19,22:39:28,33.06376688,1,ddos,0.0
25-Apr-19,22:39:28,18.65217675,1,ddos,0.0
25-Apr-19,22:39:38,80.83018729,1,ddos,10.0
25-Apr-19,22:39:38,33.06376688,1,ddos,0.0
25-Apr-19,22:39:38,18.65217675,1,ddos,0.0
25-Apr-19,22:39:43,80.83018729,1,ddos,5.0
25-Apr-19,22:39:43,33.06376688,1,ddos,0.0
25-Apr-19,22:39:43,18.65217675,1,ddos,0.0
25-Apr-19,22:39:53,84.53016004,1,ddos,10.0
25-Apr-19,22:39:53,33.06376688,1,ddos,0.0
25-Apr-19,22:39:53,18.65217675,1,ddos,0.0
25-Apr-19,22:39:58,84.53016004,1,ddos,5.0
25-Apr-19,22:39:58,33.06376688,1,ddos,0.0
25-Apr-19,22:39:58,18.65217675,1,ddos,0.0
25-Apr-19,22:40:08,86.2494313,1,ddos,10.0
25-Apr-19,22:40:08,29.47724147,1,ddos,0.0
25-Apr-19,22:40:08,18.65217675,1,ddos,0.0
25-Apr-19,22:40:18,86.2494313,1,ddos,10.0
25-Apr-19,22:40:18,32.29999289,1,ddos,0.0
25-Apr-19,22:40:18,14.58213357,1,ddos,0.0
25-Apr-19,22:40:23,90.56474223,1,ddos,5.0
25-Apr-19,22:40:23,32.29999289,1,ddos,0.0
25-Apr-19,22:40:23,14.58213357,1,ddos,0.0
25-Apr-19,22:40:28,92.43527013,1,ddos,5.0
25-Apr-19,22:40:28,32.29999289,1,ddos,0.0
25-Apr-19,22:40:28,14.58213357,1,ddos,0.0
25-Apr-19,22:40:38,89.1711299,1,ddos,10.0
25-Apr-19,22:40:38,32.29999289,1,ddos,0.0
25-Apr-19,22:40:38,14.58213357,1,ddos,0.0
25-Apr-19,22:40:43,89.1711299,1,ddos,5.0
25-Apr-19,22:40:43,32.29999289,1,ddos,0.0
25-Apr-19,22:40:43,14.58213357,1,ddos,0.0
25-Apr-19,22:40:48,89.1711299,1,ddos,5.0
25-Apr-19,22:40:48,32.29999289,1,ddos,0.0
25-Apr-19,22:40:48,14.58213357,1,ddos,0.0
25-Apr-19,22:40:53,93.91114939,1,ddos,5.0
25-Apr-19,22:40:53,32.29999289,1,ddos,0.0
25-Apr-19,22:40:53,14.58213357,1,ddos,0.0
25-Apr-19,22:41:08,95.71188537,1,ddos,15.0
25-Apr-19,22:41:08,32.29999289,1,ddos,0.0
25-Apr-19,22:41:08,14.58213357,1,ddos,0.0
25-Apr-19,22:41:18,92.41654887,1,ddos,10.0
25-Apr-19,22:41:18,32.29999289,1,ddos,0.0
25-Apr-19,22:41:18,17.84847323,1,ddos,0.0
25-Apr-19,22:41:28,93.1309748,1,ddos,10.0
25-Apr-19,22:41:28,32.29999289,1,ddos,0.0
25-Apr-19,22:41:28,16.7594028,1,ddos,0.0
25-Apr-19,22:41:43,95.22677862,1,ddos,15.0
25-Apr-19,22:41:43,37.23900158,1,ddos,0.0
25-Apr-19,22:41:43,17.02321264,1,ddos,0.0
25-Apr-19,22:41:48,95.22677862,1,ddos,5.0
25-Apr-19,22:41:48,32.58651035,1,ddos,0.0
25-Apr-19,22:41:48,17.02321264,1,ddos,0.0
25-Apr-19,22:41:53,95.22677862,1,ddos,5.0
25-Apr-19,22:41:53,32.58651035,1,ddos,0.0
25-Apr-19,22:41:53,17.02321264,1,ddos,0.0
25-Apr-19,22:42:03,95.73492551,1,ddos,10.0
25-Apr-19,22:42:03,32.58651035,1,ddos,0.0
25-Apr-19,22:42:03,17.02321264,1,ddos,0.0
25-Apr-19,22:42:13,95.73492551,1,ddos,10.0
25-Apr-19,22:42:13,38.45125932,1,ddos,0.0
25-Apr-19,22:42:13,20.79231196,1,ddos,0.0
25-Apr-19,22:42:18,91.79427973,1,ddos,5.0
25-Apr-19,22:42:18,38.45125932,1,ddos,0.0
25-Apr-19,22:42:18,20.79231196,1,ddos,0.0
25-Apr-19,22:42:23,91.79427973,1,ddos,5.0
25-Apr-19,22:42:23,36.19138395,1,ddos,0.0
25-Apr-19,22:42:23,21.59081447,1,ddos,0.0
25-Apr-19,22:42:28,91.79427973,1,ddos,5.0
25-Apr-19,22:42:28,36.19138395,1,ddos,0.0
25-Apr-19,22:42:28,21.59081447,1,ddos,0.0
25-Apr-19,22:42:38,93.21809408,1,ddos,10.0
25-Apr-19,22:42:38,36.19138395,1,ddos,0.0
25-Apr-19,22:42:38,21.59081447,1,ddos,0.0
25-Apr-19,22:42:43,93.21809408,1,ddos,5.0
25-Apr-19,22:42:43,40.91780575,1,ddos,0.0
25-Apr-19,22:42:43,21.59081447,1,ddos,0.0
25-Apr-19,22:42:48,93.21809408,1,ddos,5.0
25-Apr-19,22:42:48,40.91780575,1,ddos,0.0
25-Apr-19,22:42:48,17.44421507,1,ddos,0.0
