"@timestamp","alert.signature","event_type","mqtt.publish.topic","mqtt.publish.message"
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.654","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.653","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.653","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:53.653","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:52.653","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:52.653","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:52.653","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:52.652","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:51.651","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:50.650","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:49.649","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:48.648","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.647","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:47.646","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:46.646","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:46.646","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:46.646","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:46.646","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:46.646","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:46.645","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:46.645","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:46.645","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:46.645","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:46.645","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:46.645","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:46.645","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:46.645","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:46.645","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:45.645","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:45.644","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:35:44.643","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:44.643","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:44.643","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:44.643","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:34.638","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:35:34.637","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:34:22.603","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:34:22.603","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:33:35.579","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:33:35.579","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:32:39.549","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:32:39.549","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:31:20.508","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:31:20.508","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:30:44.492","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:30:44.492","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:29:42.461","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:29:42.461","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:28:31.425","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:28:31.425","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:27:31.396","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:27:31.396","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:26:17.354","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:26:17.354","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:24:57.314","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:24:57.314","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:24:12.293","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:24:12.293","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:22:30.244","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:22:30.244","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:21:51.226","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:21:51.226","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:21:44.220","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:21:44.220","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:19:00.146","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:19:00.146","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:18:09.120","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:18:09.120","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:17:18.096","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:17:18.096","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:16:31.074","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:16:31.073","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:15:29.044","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:15:29.044","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:14:57.028","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:14:57.028","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:39.992","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:39.992","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:32.988","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.988","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.988","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.988","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.988","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:32.987","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.987","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:31.986","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:30.985","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:29.984","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:28.983","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:28.983","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:28.983","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:28.983","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:28.983","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:28.983","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:28.983","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:28.983","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:28.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:28.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:28.982","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:28.982","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:28.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:28.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:28.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:28.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:27.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:27.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:27.982","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:27.982","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:27.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:27.982","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:27.981","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:27.981","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:27.981","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:27.981","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:27.981","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:27.981","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:27.981","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:27.981","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:26.981","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:26.981","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:13:26.981","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:26.981","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:26.980","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:13:26.980","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:42.904","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:41.903","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:41.903","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:41.903","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:41.903","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:41.903","-",mqtt,"iot/sensor/puerta",ABIERTO
"Apr 23, 2025 @ 21:10:41.903","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:41.903","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:41.903","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:41.902","-",mqtt,"iot/sensor/puerta",CERRADO
"Apr 23, 2025 @ 21:10:41.902","-",mqtt,"iot/sensor/puerta",ABIERTO
