date,time,door_state,sphone_signal,label,type,hour,minute,second,delta_time
22-Apr-25,20:41:54,open,0,0,normal,20,41,54,0.0
22-Apr-25,20:42:33,closed,0,0,normal,20,42,33,39.0
22-Apr-25,20:42:33,closed,0,0,normal,20,42,33,0.0
22-Apr-25,20:43:31,closed,0,0,normal,20,43,31,58.0
22-Apr-25,20:43:31,closed,0,0,normal,20,43,31,0.0
22-Apr-25,20:44:06,closed,0,0,normal,20,44,6,35.0
22-Apr-25,20:44:06,closed,0,0,normal,20,44,6,0.0
22-Apr-25,20:45:05,closed,0,0,normal,20,45,5,59.0
22-Apr-25,20:45:05,closed,0,0,normal,20,45,5,0.0
22-Apr-25,20:45:36,open,0,0,normal,20,45,36,31.0
22-Apr-25,20:45:36,open,0,0,normal,20,45,36,0.0
22-Apr-25,20:46:35,open,0,0,normal,20,46,35,59.0
22-Apr-25,20:46:35,open,0,0,normal,20,46,35,0.0
22-Apr-25,20:47:27,open,0,0,normal,20,47,27,52.0
22-Apr-25,20:47:27,open,0,0,normal,20,47,27,0.0
22-Apr-25,20:48:13,open,0,0,normal,20,48,13,46.0
22-Apr-25,20:48:13,open,0,0,normal,20,48,13,0.0
22-Apr-25,20:48:56,open,0,0,normal,20,48,56,43.0
22-Apr-25,20:48:56,open,0,0,normal,20,48,56,0.0
22-Apr-25,20:49:51,closed,0,0,normal,20,49,51,55.0
22-Apr-25,20:49:51,closed,0,0,normal,20,49,51,0.0
22-Apr-25,20:50:24,closed,0,0,normal,20,50,24,33.0
22-Apr-25,20:50:24,closed,0,0,normal,20,50,24,0.0
22-Apr-25,20:51:11,closed,0,0,normal,20,51,11,47.0
22-Apr-25,20:51:11,closed,0,0,normal,20,51,11,0.0
22-Apr-25,20:51:47,open,0,0,normal,20,51,47,36.0
22-Apr-25,20:51:47,open,0,0,normal,20,51,47,0.0
22-Apr-25,20:52:20,open,0,0,normal,20,52,20,33.0
22-Apr-25,20:52:20,open,0,0,normal,20,52,20,0.0
22-Apr-25,20:52:57,open,0,0,normal,20,52,57,37.0
22-Apr-25,20:52:57,open,0,0,normal,20,52,57,0.0
22-Apr-25,20:53:44,closed,0,0,normal,20,53,44,47.0
22-Apr-25,20:53:44,closed,0,0,normal,20,53,44,0.0
22-Apr-25,20:54:43,open,0,0,normal,20,54,43,59.0
22-Apr-25,20:54:43,open,0,0,normal,20,54,43,0.0
22-Apr-25,20:55:28,open,0,0,normal,20,55,28,45.0
22-Apr-25,20:55:28,open,0,0,normal,20,55,28,0.0
22-Apr-25,20:56:19,open,0,0,normal,20,56,19,51.0
22-Apr-25,20:56:19,open,0,0,normal,20,56,19,0.0
22-Apr-25,20:57:04,closed,0,0,normal,20,57,4,45.0
22-Apr-25,20:57:04,closed,0,0,normal,20,57,4,0.0
22-Apr-25,20:57:51,closed,0,0,normal,20,57,51,47.0
22-Apr-25,20:57:51,closed,0,0,normal,20,57,51,0.0
22-Apr-25,20:58:44,closed,0,0,normal,20,58,44,53.0
22-Apr-25,20:58:44,closed,0,0,normal,20,58,44,0.0
22-Apr-25,20:59:30,open,0,0,normal,20,59,30,46.0
22-Apr-25,20:59:30,open,0,0,normal,20,59,30,0.0
22-Apr-25,21:00:00,closed,0,0,normal,21,0,0,30.0
22-Apr-25,21:00:00,closed,0,0,normal,21,0,0,0.0
22-Apr-25,21:00:47,open,0,0,normal,21,0,47,47.0
22-Apr-25,21:00:47,open,0,0,normal,21,0,47,0.0
22-Apr-25,21:01:21,closed,0,0,normal,21,1,21,34.0
22-Apr-25,21:01:21,closed,0,0,normal,21,1,21,0.0
22-Apr-25,21:02:07,closed,0,0,normal,21,2,7,46.0
22-Apr-25,21:02:07,closed,0,0,normal,21,2,7,0.0
22-Apr-25,21:02:45,closed,0,0,normal,21,2,45,38.0
22-Apr-25,21:02:45,closed,0,0,normal,21,2,45,0.0
22-Apr-25,21:03:34,closed,0,0,normal,21,3,34,49.0
22-Apr-25,21:03:34,closed,0,0,normal,21,3,34,0.0
22-Apr-25,21:04:20,closed,0,0,normal,21,4,20,46.0
22-Apr-25,21:04:20,closed,0,0,normal,21,4,20,0.0
22-Apr-25,21:04:53,open,0,0,normal,21,4,53,33.0
22-Apr-25,21:04:53,open,0,0,normal,21,4,53,0.0
22-Apr-25,21:05:43,open,0,0,normal,21,5,43,50.0
22-Apr-25,21:05:43,open,0,0,normal,21,5,43,0.0
22-Apr-25,21:06:23,closed,0,0,normal,21,6,23,40.0
22-Apr-25,21:06:23,closed,0,0,normal,21,6,23,0.0
22-Apr-25,21:07:17,open,0,0,normal,21,7,17,54.0
22-Apr-25,21:07:17,open,0,0,normal,21,7,17,0.0
22-Apr-25,21:08:14,closed,0,0,normal,21,8,14,57.0
22-Apr-25,21:08:14,closed,0,0,normal,21,8,14,0.0
22-Apr-25,21:09:08,open,0,0,normal,21,9,8,54.0
22-Apr-25,21:09:08,open,0,0,normal,21,9,8,0.0
22-Apr-25,21:10:06,open,0,0,normal,21,10,6,58.0
22-Apr-25,21:10:06,open,0,0,normal,21,10,6,0.0
22-Apr-25,21:10:51,closed,0,0,normal,21,10,51,45.0
22-Apr-25,21:10:51,closed,0,0,normal,21,10,51,0.0
22-Apr-25,21:11:44,open,0,0,normal,21,11,44,53.0
22-Apr-25,21:11:44,open,0,0,normal,21,11,44,0.0
22-Apr-25,21:12:37,open,0,0,normal,21,12,37,53.0
22-Apr-25,21:12:37,open,0,0,normal,21,12,37,0.0
22-Apr-25,21:13:14,closed,0,0,normal,21,13,14,37.0
22-Apr-25,21:13:14,closed,0,0,normal,21,13,14,0.0
22-Apr-25,21:13:49,open,0,0,normal,21,13,49,35.0
22-Apr-25,21:13:49,open,0,0,normal,21,13,49,0.0
22-Apr-25,21:14:49,closed,0,0,normal,21,14,49,60.0
22-Apr-25,21:14:49,closed,0,0,normal,21,14,49,0.0
22-Apr-25,21:15:34,open,0,0,normal,21,15,34,45.0
22-Apr-25,21:15:34,open,0,0,normal,21,15,34,0.0
22-Apr-25,21:16:24,open,0,0,normal,21,16,24,50.0
22-Apr-25,21:16:24,open,0,0,normal,21,16,24,0.0
22-Apr-25,21:17:23,closed,0,0,normal,21,17,23,59.0
22-Apr-25,21:17:23,closed,0,0,normal,21,17,23,0.0
22-Apr-25,21:18:21,open,0,0,normal,21,18,21,58.0
22-Apr-25,21:18:21,open,0,0,normal,21,18,21,0.0
22-Apr-25,21:18:57,open,0,0,normal,21,18,57,36.0
22-Apr-25,21:18:57,open,0,0,normal,21,18,57,0.0
22-Apr-25,21:19:36,open,0,0,normal,21,19,36,39.0
22-Apr-25,21:19:36,open,0,0,normal,21,19,36,0.0
22-Apr-25,21:20:19,closed,0,0,normal,21,20,19,43.0
22-Apr-25,21:20:19,closed,0,0,normal,21,20,19,0.0
22-Apr-25,21:21:16,closed,0,0,normal,21,21,16,57.0
22-Apr-25,21:21:16,closed,0,0,normal,21,21,16,0.0
22-Apr-25,21:22:13,closed,0,0,normal,21,22,13,57.0
22-Apr-25,21:22:13,closed,0,0,normal,21,22,13,0.0
22-Apr-25,21:22:53,open,0,0,normal,21,22,53,40.0
22-Apr-25,21:22:53,open,0,0,normal,21,22,53,0.0
22-Apr-25,21:23:44,closed,0,0,normal,21,23,44,51.0
22-Apr-25,21:23:44,closed,0,0,normal,21,23,44,0.0
22-Apr-25,21:24:22,open,0,0,normal,21,24,22,38.0
22-Apr-25,21:24:22,open,0,0,normal,21,24,22,0.0
22-Apr-25,21:25:17,open,0,0,normal,21,25,17,55.0
22-Apr-25,21:25:17,open,0,0,normal,21,25,17,0.0
22-Apr-25,21:25:50,open,0,0,normal,21,25,50,33.0
22-Apr-25,21:25:50,open,0,0,normal,21,25,50,0.0
22-Apr-25,21:26:32,open,0,0,normal,21,26,32,42.0
22-Apr-25,21:26:32,open,0,0,normal,21,26,32,0.0
22-Apr-25,21:27:21,open,0,0,normal,21,27,21,49.0
22-Apr-25,21:27:21,open,0,0,normal,21,27,21,0.0
22-Apr-25,21:28:09,closed,0,0,normal,21,28,9,48.0
22-Apr-25,21:28:09,closed,0,0,normal,21,28,9,0.0
22-Apr-25,21:28:51,open,0,0,normal,21,28,51,42.0
22-Apr-25,21:28:51,open,0,0,normal,21,28,51,0.0
22-Apr-25,21:29:22,open,0,0,normal,21,29,22,31.0
22-Apr-25,21:29:22,open,0,0,normal,21,29,22,0.0
22-Apr-25,21:30:05,open,0,0,normal,21,30,5,43.0
22-Apr-25,21:30:05,open,0,0,normal,21,30,5,0.0
22-Apr-25,21:30:47,open,0,0,normal,21,30,47,42.0
22-Apr-25,21:30:47,open,0,0,normal,21,30,47,0.0
22-Apr-25,21:31:34,closed,0,0,normal,21,31,34,47.0
22-Apr-25,21:31:34,closed,0,0,normal,21,31,34,0.0
22-Apr-25,21:32:16,open,0,0,normal,21,32,16,42.0
22-Apr-25,21:32:16,open,0,0,normal,21,32,16,0.0
22-Apr-25,21:33:16,open,0,0,normal,21,33,16,60.0
22-Apr-25,21:33:16,open,0,0,normal,21,33,16,0.0
22-Apr-25,21:34:04,open,0,0,normal,21,34,4,48.0
22-Apr-25,21:34:04,open,0,0,normal,21,34,4,0.0
22-Apr-25,21:34:56,closed,0,0,normal,21,34,56,52.0
22-Apr-25,21:34:56,closed,0,0,normal,21,34,56,0.0
22-Apr-25,21:35:32,open,0,0,normal,21,35,32,36.0
22-Apr-25,21:35:32,open,0,0,normal,21,35,32,0.0
22-Apr-25,21:36:18,closed,0,0,normal,21,36,18,46.0
22-Apr-25,21:36:18,closed,0,0,normal,21,36,18,0.0
22-Apr-25,21:37:08,open,0,0,normal,21,37,8,50.0
22-Apr-25,21:37:08,open,0,0,normal,21,37,8,0.0
22-Apr-25,21:37:48,closed,0,0,normal,21,37,48,40.0
22-Apr-25,21:37:48,closed,0,0,normal,21,37,48,0.0
22-Apr-25,21:38:34,open,0,0,normal,21,38,34,46.0
22-Apr-25,21:38:34,open,0,0,normal,21,38,34,0.0
22-Apr-25,21:39:25,closed,0,0,normal,21,39,25,51.0
22-Apr-25,21:39:25,closed,0,0,normal,21,39,25,0.0
22-Apr-25,21:40:24,open,0,0,normal,21,40,24,59.0
22-Apr-25,21:40:24,open,0,0,normal,21,40,24,0.0
22-Apr-25,21:41:17,open,0,0,normal,21,41,17,53.0
22-Apr-25,21:41:17,open,0,0,normal,21,41,17,0.0
22-Apr-25,21:42:04,closed,0,0,normal,21,42,4,47.0
22-Apr-25,21:42:04,closed,0,0,normal,21,42,4,0.0
22-Apr-25,21:42:36,closed,0,0,normal,21,42,36,32.0
22-Apr-25,21:42:36,closed,0,0,normal,21,42,36,0.0
22-Apr-25,21:43:32,open,0,0,normal,21,43,32,56.0
22-Apr-25,21:43:32,open,0,0,normal,21,43,32,0.0
22-Apr-25,21:44:31,closed,0,0,normal,21,44,31,59.0
22-Apr-25,21:44:31,closed,0,0,normal,21,44,31,0.0
22-Apr-25,21:45:23,open,0,0,normal,21,45,23,52.0
22-Apr-25,21:45:23,open,0,0,normal,21,45,23,0.0
22-Apr-25,21:45:58,open,0,0,normal,21,45,58,35.0
22-Apr-25,21:45:58,open,0,0,normal,21,45,58,0.0
22-Apr-25,21:46:53,closed,0,0,normal,21,46,53,55.0
22-Apr-25,21:46:53,closed,0,0,normal,21,46,53,0.0
22-Apr-25,21:47:34,closed,0,0,normal,21,47,34,41.0
22-Apr-25,21:47:34,closed,0,0,normal,21,47,34,0.0
22-Apr-25,21:48:10,closed,0,0,normal,21,48,10,36.0
22-Apr-25,21:48:10,closed,0,0,normal,21,48,10,0.0
22-Apr-25,21:48:41,closed,0,0,normal,21,48,41,31.0
22-Apr-25,21:48:41,closed,0,0,normal,21,48,41,0.0
22-Apr-25,21:49:24,open,0,0,normal,21,49,24,43.0
22-Apr-25,21:49:24,open,0,0,normal,21,49,24,0.0
22-Apr-25,21:49:59,open,0,0,normal,21,49,59,35.0
22-Apr-25,21:49:59,open,0,0,normal,21,49,59,0.0
22-Apr-25,21:50:36,closed,0,0,normal,21,50,36,37.0
22-Apr-25,21:50:36,closed,0,0,normal,21,50,36,0.0
22-Apr-25,21:51:24,closed,0,0,normal,21,51,24,48.0
22-Apr-25,21:51:24,closed,0,0,normal,21,51,24,0.0
22-Apr-25,21:52:15,open,0,0,normal,21,52,15,51.0
22-Apr-25,21:52:15,open,0,0,normal,21,52,15,0.0
22-Apr-25,21:53:09,closed,0,0,normal,21,53,9,54.0
22-Apr-25,21:53:09,closed,0,0,normal,21,53,9,0.0
22-Apr-25,21:53:52,closed,0,0,normal,21,53,52,43.0
22-Apr-25,21:53:52,closed,0,0,normal,21,53,52,0.0
22-Apr-25,21:54:32,closed,0,0,normal,21,54,32,40.0
22-Apr-25,21:54:32,closed,0,0,normal,21,54,32,0.0
22-Apr-25,21:55:24,open,0,0,normal,21,55,24,52.0
22-Apr-25,21:55:24,open,0,0,normal,21,55,24,0.0
22-Apr-25,21:55:57,open,0,0,normal,21,55,57,33.0
22-Apr-25,21:55:57,open,0,0,normal,21,55,57,0.0
22-Apr-25,21:56:57,closed,0,0,normal,21,56,57,60.0
22-Apr-25,21:56:57,closed,0,0,normal,21,56,57,0.0
22-Apr-25,21:57:42,closed,0,0,normal,21,57,42,45.0
22-Apr-25,21:57:42,closed,0,0,normal,21,57,42,0.0
22-Apr-25,21:58:18,open,0,0,normal,21,58,18,36.0
22-Apr-25,21:58:18,open,0,0,normal,21,58,18,0.0
22-Apr-25,21:59:00,open,0,0,normal,21,59,0,42.0
22-Apr-25,21:59:00,open,0,0,normal,21,59,0,0.0
22-Apr-25,22:00:00,open,0,0,normal,22,0,0,60.0
22-Apr-25,22:00:00,open,0,0,normal,22,0,0,0.0
22-Apr-25,22:00:30,closed,0,0,normal,22,0,30,30.0
22-Apr-25,22:00:30,closed,0,0,normal,22,0,30,0.0
22-Apr-25,22:01:14,open,0,0,normal,22,1,14,44.0
22-Apr-25,22:01:14,open,0,0,normal,22,1,14,0.0
22-Apr-25,22:02:11,open,0,0,normal,22,2,11,57.0
22-Apr-25,22:02:11,open,0,0,normal,22,2,11,0.0
22-Apr-25,22:02:50,closed,0,0,normal,22,2,50,39.0
22-Apr-25,22:02:50,closed,0,0,normal,22,2,50,0.0
22-Apr-25,22:03:26,closed,0,0,normal,22,3,26,36.0
22-Apr-25,22:03:26,closed,0,0,normal,22,3,26,0.0
22-Apr-25,22:04:18,closed,0,0,normal,22,4,18,52.0
22-Apr-25,22:04:18,closed,0,0,normal,22,4,18,0.0
22-Apr-25,22:05:16,open,0,0,normal,22,5,16,58.0
22-Apr-25,22:05:16,open,0,0,normal,22,5,16,0.0
22-Apr-25,22:06:06,closed,0,0,normal,22,6,6,50.0
22-Apr-25,22:06:06,closed,0,0,normal,22,6,6,0.0
22-Apr-25,22:07:00,closed,0,0,normal,22,7,0,54.0
22-Apr-25,22:07:00,closed,0,0,normal,22,7,0,0.0
22-Apr-25,22:07:45,open,0,0,normal,22,7,45,45.0
22-Apr-25,22:07:45,open,0,0,normal,22,7,45,0.0
22-Apr-25,22:08:41,closed,0,0,normal,22,8,41,56.0
22-Apr-25,22:08:41,closed,0,0,normal,22,8,41,0.0
22-Apr-25,22:09:28,closed,0,0,normal,22,9,28,47.0
22-Apr-25,22:09:28,closed,0,0,normal,22,9,28,0.0
22-Apr-25,22:10:08,closed,0,0,normal,22,10,8,40.0
22-Apr-25,22:10:08,closed,0,0,normal,22,10,8,0.0
22-Apr-25,22:10:59,closed,0,0,normal,22,10,59,51.0
22-Apr-25,22:10:59,closed,0,0,normal,22,10,59,0.0
22-Apr-25,22:11:49,open,0,0,normal,22,11,49,50.0
22-Apr-25,22:11:49,open,0,0,normal,22,11,49,0.0
22-Apr-25,22:12:21,open,0,0,normal,22,12,21,32.0
22-Apr-25,22:12:21,open,0,0,normal,22,12,21,0.0
22-Apr-25,22:13:07,open,0,0,normal,22,13,7,46.0
22-Apr-25,22:13:07,open,0,0,normal,22,13,7,0.0
22-Apr-25,22:14:06,open,0,0,normal,22,14,6,59.0
22-Apr-25,22:14:06,open,0,0,normal,22,14,6,0.0
22-Apr-25,22:14:56,closed,0,0,normal,22,14,56,50.0
22-Apr-25,22:14:56,closed,0,0,normal,22,14,56,0.0
22-Apr-25,22:15:47,closed,0,0,normal,22,15,47,51.0
22-Apr-25,22:15:47,closed,0,0,normal,22,15,47,0.0
22-Apr-25,22:16:31,closed,0,0,normal,22,16,31,44.0
22-Apr-25,22:16:31,closed,0,0,normal,22,16,31,0.0
22-Apr-25,22:17:13,closed,0,0,normal,22,17,13,42.0
22-Apr-25,22:17:13,closed,0,0,normal,22,17,13,0.0
22-Apr-25,22:17:53,closed,0,0,normal,22,17,53,40.0
22-Apr-25,22:17:53,closed,0,0,normal,22,17,53,0.0
22-Apr-25,22:18:51,closed,0,0,normal,22,18,51,58.0
22-Apr-25,22:18:51,closed,0,0,normal,22,18,51,0.0
22-Apr-25,22:19:22,open,0,0,normal,22,19,22,31.0
22-Apr-25,22:19:22,open,0,0,normal,22,19,22,0.0
22-Apr-25,22:20:14,closed,0,0,normal,22,20,14,52.0
22-Apr-25,22:20:14,closed,0,0,normal,22,20,14,0.0
22-Apr-25,22:20:59,open,0,0,normal,22,20,59,45.0
22-Apr-25,22:20:59,open,0,0,normal,22,20,59,0.0
22-Apr-25,22:21:45,closed,0,0,normal,22,21,45,46.0
22-Apr-25,22:21:45,closed,0,0,normal,22,21,45,0.0
22-Apr-25,22:22:27,closed,0,0,normal,22,22,27,42.0
22-Apr-25,22:22:27,closed,0,0,normal,22,22,27,0.0
22-Apr-25,22:23:12,open,0,0,normal,22,23,12,45.0
22-Apr-25,22:23:12,open,0,0,normal,22,23,12,0.0
22-Apr-25,22:23:46,open,0,0,normal,22,23,46,34.0
22-Apr-25,22:23:46,open,0,0,normal,22,23,46,0.0
22-Apr-25,22:24:27,closed,0,0,normal,22,24,27,41.0
22-Apr-25,22:24:27,closed,0,0,normal,22,24,27,0.0
22-Apr-25,22:25:19,open,0,0,normal,22,25,19,52.0
22-Apr-25,22:25:19,open,0,0,normal,22,25,19,0.0
22-Apr-25,22:25:59,open,0,0,normal,22,25,59,40.0
22-Apr-25,22:25:59,open,0,0,normal,22,25,59,0.0
22-Apr-25,22:26:54,closed,0,0,normal,22,26,54,55.0
22-Apr-25,22:26:54,closed,0,0,normal,22,26,54,0.0
22-Apr-25,22:27:27,open,0,0,normal,22,27,27,33.0
22-Apr-25,22:27:27,open,0,0,normal,22,27,27,0.0
22-Apr-25,22:28:13,open,0,0,normal,22,28,13,46.0
22-Apr-25,22:28:13,open,0,0,normal,22,28,13,0.0
22-Apr-25,22:28:53,closed,0,0,normal,22,28,53,40.0
22-Apr-25,22:28:53,closed,0,0,normal,22,28,53,0.0
22-Apr-25,22:29:46,open,0,0,normal,22,29,46,53.0
22-Apr-25,22:29:46,open,0,0,normal,22,29,46,0.0
22-Apr-25,22:30:44,open,0,0,normal,22,30,44,58.0
22-Apr-25,22:30:44,open,0,0,normal,22,30,44,0.0
22-Apr-25,22:31:17,open,0,0,normal,22,31,17,33.0
22-Apr-25,22:31:17,open,0,0,normal,22,31,17,0.0
22-Apr-25,22:32:02,closed,0,0,normal,22,32,2,45.0
22-Apr-25,22:32:02,closed,0,0,normal,22,32,2,0.0
22-Apr-25,22:32:53,closed,0,0,normal,22,32,53,51.0
22-Apr-25,22:32:53,closed,0,0,normal,22,32,53,0.0
22-Apr-25,22:33:23,closed,0,0,normal,22,33,23,30.0
22-Apr-25,22:33:23,closed,0,0,normal,22,33,23,0.0
22-Apr-25,22:34:16,open,0,0,normal,22,34,16,53.0
22-Apr-25,22:34:16,open,0,0,normal,22,34,16,0.0
22-Apr-25,22:34:57,closed,0,0,normal,22,34,57,41.0
22-Apr-25,22:34:57,closed,0,0,normal,22,34,57,0.0
22-Apr-25,22:35:33,open,0,0,normal,22,35,33,36.0
22-Apr-25,22:35:33,open,0,0,normal,22,35,33,0.0
22-Apr-25,22:36:18,open,0,0,normal,22,36,18,45.0
22-Apr-25,22:36:18,open,0,0,normal,22,36,18,0.0
22-Apr-25,22:37:00,open,0,0,normal,22,37,0,42.0
22-Apr-25,22:37:00,open,0,0,normal,22,37,0,0.0
22-Apr-25,22:37:37,open,0,0,normal,22,37,37,37.0
22-Apr-25,22:37:37,open,0,0,normal,22,37,37,0.0
22-Apr-25,22:38:16,open,0,0,normal,22,38,16,39.0
22-Apr-25,22:38:16,open,0,0,normal,22,38,16,0.0
22-Apr-25,22:38:57,open,0,0,normal,22,38,57,41.0
22-Apr-25,22:38:57,open,0,0,normal,22,38,57,0.0
22-Apr-25,22:39:49,closed,0,0,normal,22,39,49,52.0
22-Apr-25,22:39:49,closed,0,0,normal,22,39,49,0.0
22-Apr-25,22:40:49,open,0,0,normal,22,40,49,60.0
22-Apr-25,22:40:49,open,0,0,normal,22,40,49,0.0
22-Apr-25,22:41:32,closed,0,0,normal,22,41,32,43.0
22-Apr-25,22:41:32,closed,0,0,normal,22,41,32,0.0
22-Apr-25,22:42:28,closed,0,0,normal,22,42,28,56.0
22-Apr-25,22:42:28,closed,0,0,normal,22,42,28,0.0
22-Apr-25,22:43:14,open,0,0,normal,22,43,14,46.0
22-Apr-25,22:43:14,open,0,0,normal,22,43,14,0.0
22-Apr-25,22:44:12,open,0,0,normal,22,44,12,58.0
22-Apr-25,22:44:12,open,0,0,normal,22,44,12,0.0
22-Apr-25,22:45:01,closed,0,0,normal,22,45,1,49.0
22-Apr-25,22:45:01,closed,0,0,normal,22,45,1,0.0
22-Apr-25,22:45:47,open,0,0,normal,22,45,47,46.0
22-Apr-25,22:45:47,open,0,0,normal,22,45,47,0.0
22-Apr-25,22:46:35,closed,0,0,normal,22,46,35,48.0
22-Apr-25,22:46:35,closed,0,0,normal,22,46,35,0.0
22-Apr-25,22:47:22,closed,0,0,normal,22,47,22,47.0
22-Apr-25,22:47:22,closed,0,0,normal,22,47,22,0.0
22-Apr-25,22:48:19,open,0,0,normal,22,48,19,57.0
22-Apr-25,22:48:19,open,0,0,normal,22,48,19,0.0
22-Apr-25,22:48:49,open,0,0,normal,22,48,49,30.0
22-Apr-25,22:48:49,open,0,0,normal,22,48,49,0.0
22-Apr-25,22:49:34,closed,0,0,normal,22,49,34,45.0
22-Apr-25,22:49:34,closed,0,0,normal,22,49,34,0.0
22-Apr-25,22:50:11,open,0,0,normal,22,50,11,37.0
22-Apr-25,22:50:11,open,0,0,normal,22,50,11,0.0
22-Apr-25,22:51:03,open,0,0,normal,22,51,3,52.0
22-Apr-25,22:51:03,open,0,0,normal,22,51,3,0.0
22-Apr-25,22:51:44,closed,0,0,normal,22,51,44,41.0
22-Apr-25,22:51:44,closed,0,0,normal,22,51,44,0.0
22-Apr-25,22:52:35,closed,0,0,normal,22,52,35,51.0
22-Apr-25,22:52:35,closed,0,0,normal,22,52,35,0.0
22-Apr-25,22:53:21,open,0,0,normal,22,53,21,46.0
22-Apr-25,22:53:21,open,0,0,normal,22,53,21,0.0
22-Apr-25,22:53:56,open,0,0,normal,22,53,56,35.0
22-Apr-25,22:53:56,open,0,0,normal,22,53,56,0.0
22-Apr-25,22:54:33,open,0,0,normal,22,54,33,37.0
22-Apr-25,22:54:33,open,0,0,normal,22,54,33,0.0
22-Apr-25,22:55:18,open,0,0,normal,22,55,18,45.0
22-Apr-25,22:55:18,open,0,0,normal,22,55,18,0.0
22-Apr-25,22:55:54,closed,0,0,normal,22,55,54,36.0
22-Apr-25,22:55:54,closed,0,0,normal,22,55,54,0.0
22-Apr-25,22:56:28,open,0,0,normal,22,56,28,34.0
22-Apr-25,22:56:28,open,0,0,normal,22,56,28,0.0
22-Apr-25,22:57:16,open,0,0,normal,22,57,16,48.0
22-Apr-25,22:57:16,open,0,0,normal,22,57,16,0.0
22-Apr-25,22:57:59,closed,0,0,normal,22,57,59,43.0
22-Apr-25,22:57:59,closed,0,0,normal,22,57,59,0.0
22-Apr-25,22:58:33,closed,0,0,normal,22,58,33,34.0
22-Apr-25,22:58:33,closed,0,0,normal,22,58,33,0.0
22-Apr-25,22:59:23,closed,0,0,normal,22,59,23,50.0
22-Apr-25,22:59:23,closed,0,0,normal,22,59,23,0.0
22-Apr-25,23:00:15,closed,0,0,normal,23,0,15,52.0
22-Apr-25,23:00:15,closed,0,0,normal,23,0,15,0.0
22-Apr-25,23:01:13,closed,0,0,normal,23,1,13,58.0
22-Apr-25,23:01:13,closed,0,0,normal,23,1,13,0.0
22-Apr-25,23:02:09,open,0,0,normal,23,2,9,56.0
22-Apr-25,23:02:09,open,0,0,normal,23,2,9,0.0
22-Apr-25,23:03:03,closed,0,0,normal,23,3,3,54.0
22-Apr-25,23:03:03,closed,0,0,normal,23,3,3,0.0
22-Apr-25,23:04:01,open,0,0,normal,23,4,1,58.0
22-Apr-25,23:04:01,open,0,0,normal,23,4,1,0.0
22-Apr-25,23:04:59,open,0,0,normal,23,4,59,58.0
22-Apr-25,23:04:59,open,0,0,normal,23,4,59,0.0
22-Apr-25,23:05:38,open,0,0,normal,23,5,38,39.0
22-Apr-25,23:05:38,open,0,0,normal,23,5,38,0.0
22-Apr-25,23:06:24,open,0,0,normal,23,6,24,46.0
22-Apr-25,23:06:24,open,0,0,normal,23,6,24,0.0
22-Apr-25,23:07:11,closed,0,0,normal,23,7,11,47.0
22-Apr-25,23:07:11,closed,0,0,normal,23,7,11,0.0
22-Apr-25,23:08:06,open,0,0,normal,23,8,6,55.0
22-Apr-25,23:08:06,open,0,0,normal,23,8,6,0.0
22-Apr-25,23:08:48,open,0,0,normal,23,8,48,42.0
22-Apr-25,23:08:48,open,0,0,normal,23,8,48,0.0
22-Apr-25,23:09:42,closed,0,0,normal,23,9,42,54.0
22-Apr-25,23:09:42,closed,0,0,normal,23,9,42,0.0
22-Apr-25,23:10:27,closed,0,0,normal,23,10,27,45.0
22-Apr-25,23:10:27,closed,0,0,normal,23,10,27,0.0
22-Apr-25,23:11:07,closed,0,0,normal,23,11,7,40.0
22-Apr-25,23:11:07,closed,0,0,normal,23,11,7,0.0
22-Apr-25,23:11:41,open,0,0,normal,23,11,41,34.0
22-Apr-25,23:11:41,open,0,0,normal,23,11,41,0.0
22-Apr-25,23:12:36,closed,0,0,normal,23,12,36,55.0
22-Apr-25,23:12:36,closed,0,0,normal,23,12,36,0.0
22-Apr-25,23:13:22,closed,0,0,normal,23,13,22,46.0
22-Apr-25,23:13:22,closed,0,0,normal,23,13,22,0.0
22-Apr-25,23:14:12,closed,0,0,normal,23,14,12,50.0
22-Apr-25,23:14:12,closed,0,0,normal,23,14,12,0.0
22-Apr-25,23:15:06,closed,0,0,normal,23,15,6,54.0
22-Apr-25,23:15:06,closed,0,0,normal,23,15,6,0.0
22-Apr-25,23:15:57,open,0,0,normal,23,15,57,51.0
22-Apr-25,23:15:57,open,0,0,normal,23,15,57,0.0
22-Apr-25,23:16:57,open,0,0,normal,23,16,57,60.0
22-Apr-25,23:16:57,open,0,0,normal,23,16,57,0.0
22-Apr-25,23:17:33,open,0,0,normal,23,17,33,36.0
22-Apr-25,23:17:33,open,0,0,normal,23,17,33,0.0
22-Apr-25,23:18:10,closed,0,0,normal,23,18,10,37.0
22-Apr-25,23:18:10,closed,0,0,normal,23,18,10,0.0
22-Apr-25,23:19:01,open,0,0,normal,23,19,1,51.0
22-Apr-25,23:19:01,open,0,0,normal,23,19,1,0.0
22-Apr-25,23:19:46,open,0,0,normal,23,19,46,45.0
22-Apr-25,23:19:46,open,0,0,normal,23,19,46,0.0
22-Apr-25,23:20:23,closed,0,0,normal,23,20,23,37.0
22-Apr-25,23:20:23,closed,0,0,normal,23,20,23,0.0
22-Apr-25,23:21:03,closed,0,0,normal,23,21,3,40.0
22-Apr-25,23:21:03,closed,0,0,normal,23,21,3,0.0
