door_state,label,type,hour,minute,second,delta_time,weekday,door_state_encoded
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
open,0,normal,4,5,34,0.0,1,1
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,34,0.0,1,0
closed,0,normal,4,5,35,1.0,1,0
open,0,normal,4,5,35,0.0,1,1
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
open,0,normal,4,5,35,0.0,1,1
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
open,0,normal,4,5,35,0.0,1,1
open,0,normal,4,5,35,0.0,1,1
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
open,0,normal,4,5,35,0.0,1,1
open,0,normal,4,5,35,0.0,1,1
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
open,0,normal,4,5,35,0.0,1,1
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
open,0,normal,4,5,35,0.0,1,1
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
open,0,normal,4,5,35,0.0,1,1
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
open,0,normal,4,5,35,0.0,1,1
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
closed,0,normal,4,5,35,0.0,1,0
open,0,normal,4,5,35,0.0,1,1
closed,0,normal,4,5,36,1.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
open,0,normal,4,5,36,0.0,1,1
open,0,normal,4,5,36,0.0,1,1
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
open,0,normal,4,5,36,0.0,1,1
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
open,0,normal,4,5,36,0.0,1,1
closed,0,normal,4,5,36,0.0,1,0
open,0,normal,4,5,36,0.0,1,1
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
open,0,normal,4,5,36,0.0,1,1
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
open,0,normal,4,5,36,0.0,1,1
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
open,0,normal,4,5,36,0.0,1,1
closed,0,normal,4,5,36,0.0,1,0
open,0,normal,4,5,36,0.0,1,1
open,0,normal,4,5,36,0.0,1,1
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,36,0.0,1,0
closed,0,normal,4,5,37,1.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
open,0,normal,4,5,37,0.0,1,1
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
open,0,normal,4,5,37,0.0,1,1
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
open,0,normal,4,5,37,0.0,1,1
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
open,0,normal,4,5,37,0.0,1,1
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
open,0,normal,4,5,37,0.0,1,1
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
open,0,normal,4,5,37,0.0,1,1
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
closed,0,normal,4,5,37,0.0,1,0
open,0,normal,4,5,38,1.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
open,0,normal,4,5,38,0.0,1,1
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,38,0.0,1,0
closed,0,normal,4,5,39,1.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,39,0.0,1,0
open,0,normal,4,5,39,0.0,1,1
closed,0,normal,4,5,39,0.0,1,0
closed,0,normal,4,5,40,1.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
open,0,normal,4,5,40,0.0,1,1
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
open,0,normal,4,5,40,0.0,1,1
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
open,0,normal,4,5,40,0.0,1,1
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
open,0,normal,4,5,40,0.0,1,1
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
open,0,normal,4,5,40,0.0,1,1
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
open,0,normal,4,5,40,0.0,1,1
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
open,0,normal,4,5,40,0.0,1,1
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,40,0.0,1,0
closed,0,normal,4,5,41,1.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
open,0,normal,4,5,41,0.0,1,1
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
open,0,normal,4,5,41,0.0,1,1
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
closed,0,normal,4,5,41,0.0,1,0
