"@timestamp","alert.signature","event_type","mqtt.publish.topic","mqtt.publish.message","src_ip","mqtt.connect.client_id"
"Apr 23, 2025 @ 23:28:59.070","-",mqtt,"iot/sensor/temperatura","27.21","192.168.1.2","-"
"Apr 23, 2025 @ 23:28:31.057","-",mqtt,"iot/sensor/temperatura","21.41","192.168.1.2","-"
"Apr 23, 2025 @ 23:28:31.057","-",mqtt,"iot/sensor/temperatura","21.41","192.168.1.2","-"
"Apr 23, 2025 @ 23:28:03.043","-",mqtt,"iot/sensor/temperatura","18.18","192.168.1.2","-"
"Apr 23, 2025 @ 23:28:03.043","-",mqtt,"iot/sensor/temperatura","18.18","192.168.1.2","-"
"Apr 23, 2025 @ 23:27:36.030","-",mqtt,"iot/sensor/temperatura","22.61","192.168.1.2","-"
"Apr 23, 2025 @ 23:27:36.029","-",mqtt,"iot/sensor/temperatura","22.61","192.168.1.2","-"
"Apr 23, 2025 @ 23:26:58.009","-",mqtt,"iot/sensor/temperatura","24.47","192.168.1.2","-"
"Apr 23, 2025 @ 23:26:58.009","-",mqtt,"iot/sensor/temperatura","24.47","192.168.1.2","-"
"Apr 23, 2025 @ 23:26:35.999","-",mqtt,"iot/sensor/temperatura","26.72","192.168.1.2","-"
"Apr 23, 2025 @ 23:26:35.999","-",mqtt,"iot/sensor/temperatura","26.72","192.168.1.2","-"
"Apr 23, 2025 @ 23:26:00.983","-",mqtt,"iot/sensor/temperatura","25.51","192.168.1.2","-"
"Apr 23, 2025 @ 23:26:00.983","-",mqtt,"iot/sensor/temperatura","25.51","192.168.1.2","-"
"Apr 23, 2025 @ 23:25:25.965","-",mqtt,"iot/sensor/temperatura","29.77","192.168.1.2","-"
"Apr 23, 2025 @ 23:25:25.965","-",mqtt,"iot/sensor/temperatura","29.77","192.168.1.2","-"
"Apr 23, 2025 @ 23:24:59.953","-",mqtt,"iot/sensor/temperatura","29.54","192.168.1.2","-"
"Apr 23, 2025 @ 23:24:59.952","-",mqtt,"iot/sensor/temperatura","29.54","192.168.1.2","-"
"Apr 23, 2025 @ 23:24:32.939","-",mqtt,"iot/sensor/temperatura","19.74","192.168.1.2","-"
"Apr 23, 2025 @ 23:24:32.939","-",mqtt,"iot/sensor/temperatura","19.74","192.168.1.2","-"
"Apr 23, 2025 @ 23:24:12.931","-",mqtt,"iot/sensor/temperatura","23.78","192.168.1.2","-"
"Apr 23, 2025 @ 23:24:12.931","-",mqtt,"iot/sensor/temperatura","23.78","192.168.1.2","-"
"Apr 23, 2025 @ 23:23:36.911","-",mqtt,"iot/sensor/temperatura","19.01","192.168.1.2","-"
"Apr 23, 2025 @ 23:23:36.911","-",mqtt,"iot/sensor/temperatura","19.01","192.168.1.2","-"
"Apr 23, 2025 @ 23:23:10.899","-",mqtt,"iot/sensor/temperatura","20.38","192.168.1.2","-"
"Apr 23, 2025 @ 23:23:10.899","-",mqtt,"iot/sensor/temperatura","20.38","192.168.1.2","-"
"Apr 23, 2025 @ 23:22:49.890","-",mqtt,"iot/sensor/temperatura","26.41","192.168.1.2","-"
"Apr 23, 2025 @ 23:22:49.890","-",mqtt,"iot/sensor/temperatura","26.41","192.168.1.2","-"
"Apr 23, 2025 @ 23:22:29.879","-",mqtt,"iot/sensor/temperatura","23.94","192.168.1.2","-"
"Apr 23, 2025 @ 23:22:29.879","-",mqtt,"iot/sensor/temperatura","23.94","192.168.1.2","-"
"Apr 23, 2025 @ 23:22:07.862","-",mqtt,"iot/sensor/temperatura","20.27","192.168.1.2","-"
"Apr 23, 2025 @ 23:22:07.862","-",mqtt,"iot/sensor/temperatura","20.27","192.168.1.2","-"
"Apr 23, 2025 @ 23:21:27.841","-",mqtt,"iot/sensor/temperatura","26.75","192.168.1.2","-"
"Apr 23, 2025 @ 23:21:27.841","-",mqtt,"iot/sensor/temperatura","26.75","192.168.1.2","-"
"Apr 23, 2025 @ 23:20:50.823","-",mqtt,"iot/sensor/temperatura","25.75","192.168.1.2","-"
"Apr 23, 2025 @ 23:20:50.823","-",mqtt,"iot/sensor/temperatura","25.75","192.168.1.2","-"
"Apr 23, 2025 @ 23:20:25.811","-",mqtt,"iot/sensor/temperatura","20.94","192.168.1.2","-"
"Apr 23, 2025 @ 23:20:25.811","-",mqtt,"iot/sensor/temperatura","20.94","192.168.1.2","-"
"Apr 23, 2025 @ 23:19:53.795","-",mqtt,"iot/sensor/temperatura","19.86","192.168.1.2","-"
"Apr 23, 2025 @ 23:19:53.795","-",mqtt,"iot/sensor/temperatura","19.86","192.168.1.2","-"
"Apr 23, 2025 @ 23:19:15.776","-",mqtt,"iot/sensor/temperatura","19.61","192.168.1.2","-"
"Apr 23, 2025 @ 23:19:15.776","-",mqtt,"iot/sensor/temperatura","19.61","192.168.1.2","-"
"Apr 23, 2025 @ 23:18:47.762","-",mqtt,"iot/sensor/temperatura","19.47","192.168.1.2","-"
"Apr 23, 2025 @ 23:18:47.762","-",mqtt,"iot/sensor/temperatura","19.47","192.168.1.2","-"
"Apr 23, 2025 @ 23:18:19.749","-",mqtt,"iot/sensor/temperatura","23.09","192.168.1.2","-"
"Apr 23, 2025 @ 23:18:19.749","-",mqtt,"iot/sensor/temperatura","23.09","192.168.1.2","-"
"Apr 23, 2025 @ 23:17:39.729","-",mqtt,"iot/sensor/temperatura","21.28","192.168.1.2","-"
"Apr 23, 2025 @ 23:17:39.729","-",mqtt,"iot/sensor/temperatura","21.28","192.168.1.2","-"
"Apr 23, 2025 @ 23:17:04.709","-",mqtt,"iot/sensor/temperatura","24.09","192.168.1.2","-"
"Apr 23, 2025 @ 23:17:04.709","-",mqtt,"iot/sensor/temperatura","24.09","192.168.1.2","-"
"Apr 23, 2025 @ 23:16:44.700","-",mqtt,"iot/sensor/temperatura","21.29","192.168.1.2","-"
"Apr 23, 2025 @ 23:16:44.700","-",mqtt,"iot/sensor/temperatura","21.29","192.168.1.2","-"
"Apr 23, 2025 @ 23:16:12.684","-",mqtt,"iot/sensor/temperatura","22.15","192.168.1.2","-"
"Apr 23, 2025 @ 23:16:12.684","-",mqtt,"iot/sensor/temperatura","22.15","192.168.1.2","-"
"Apr 23, 2025 @ 23:15:48.670","-",mqtt,"iot/sensor/temperatura","18.66","192.168.1.2","-"
"Apr 23, 2025 @ 23:15:48.670","-",mqtt,"iot/sensor/temperatura","18.66","192.168.1.2","-"
"Apr 23, 2025 @ 23:15:09.649","-",mqtt,"iot/sensor/temperatura","29.72","192.168.1.2","-"
"Apr 23, 2025 @ 23:15:09.649","-",mqtt,"iot/sensor/temperatura","29.72","192.168.1.2","-"
"Apr 23, 2025 @ 23:14:46.636","-",mqtt,"iot/sensor/temperatura","21.54","192.168.1.2","-"
"Apr 23, 2025 @ 23:14:46.636","-",mqtt,"iot/sensor/temperatura","21.54","192.168.1.2","-"
"Apr 23, 2025 @ 23:14:13.619","-",mqtt,"iot/sensor/temperatura","25.05","192.168.1.2","-"
"Apr 23, 2025 @ 23:14:13.619","-",mqtt,"iot/sensor/temperatura","25.05","192.168.1.2","-"
"Apr 23, 2025 @ 23:13:53.607","-",mqtt,"iot/sensor/temperatura","19.69","192.168.1.2","-"
"Apr 23, 2025 @ 23:13:53.607","-",mqtt,"iot/sensor/temperatura","19.69","192.168.1.2","-"
"Apr 23, 2025 @ 23:13:25.592","-",mqtt,"iot/sensor/temperatura","28.51","192.168.1.2","-"
"Apr 23, 2025 @ 23:13:25.592","-",mqtt,"iot/sensor/temperatura","28.51","192.168.1.2","-"
"Apr 23, 2025 @ 23:12:58.578","-",mqtt,"iot/sensor/temperatura","22.13","192.168.1.2","-"
"Apr 23, 2025 @ 23:12:58.578","-",mqtt,"iot/sensor/temperatura","22.13","192.168.1.2","-"
"Apr 23, 2025 @ 23:12:20.560","-",mqtt,"iot/sensor/temperatura","18.6","192.168.1.2","-"
"Apr 23, 2025 @ 23:12:20.560","-",mqtt,"iot/sensor/temperatura","18.6","192.168.1.2","-"
"Apr 23, 2025 @ 23:11:44.543","-",mqtt,"iot/sensor/temperatura","22.76","192.168.1.2","-"
"Apr 23, 2025 @ 23:11:44.543","-",mqtt,"iot/sensor/temperatura","22.76","192.168.1.2","-"
"Apr 23, 2025 @ 23:11:24.532","-",mqtt,"iot/sensor/temperatura","24.73","192.168.1.2","-"
"Apr 23, 2025 @ 23:11:24.532","-",mqtt,"iot/sensor/temperatura","24.73","192.168.1.2","-"
"Apr 23, 2025 @ 23:10:51.515","-",mqtt,"iot/sensor/temperatura","29.43","192.168.1.2","-"
"Apr 23, 2025 @ 23:10:51.515","-",mqtt,"iot/sensor/temperatura","29.43","192.168.1.2","-"
"Apr 23, 2025 @ 23:10:12.495","-",mqtt,"iot/sensor/temperatura","19.28","192.168.1.2","-"
"Apr 23, 2025 @ 23:10:12.495","-",mqtt,"iot/sensor/temperatura","19.28","192.168.1.2","-"
"Apr 23, 2025 @ 23:09:38.478","-",mqtt,"iot/sensor/temperatura","19.23","192.168.1.2","-"
"Apr 23, 2025 @ 23:09:38.478","-",mqtt,"iot/sensor/temperatura","19.23","192.168.1.2","-"
"Apr 23, 2025 @ 23:09:14.465","-",mqtt,"iot/sensor/temperatura","20.04","192.168.1.2","-"
"Apr 23, 2025 @ 23:09:14.464","-",mqtt,"iot/sensor/temperatura","20.04","192.168.1.2","-"
"Apr 23, 2025 @ 23:08:35.445","-",mqtt,"iot/sensor/temperatura","25.99","192.168.1.2","-"
"Apr 23, 2025 @ 23:08:35.445","-",mqtt,"iot/sensor/temperatura","25.99","192.168.1.2","-"
"Apr 23, 2025 @ 23:08:10.432","-",mqtt,"iot/sensor/temperatura","29.74","192.168.1.2","-"
"Apr 23, 2025 @ 23:08:10.431","-",mqtt,"iot/sensor/temperatura","29.74","192.168.1.2","-"
"Apr 23, 2025 @ 23:07:48.421","-",mqtt,"iot/sensor/temperatura","19.56","192.168.1.2","-"
"Apr 23, 2025 @ 23:07:48.421","-",mqtt,"iot/sensor/temperatura","19.56","192.168.1.2","-"
"Apr 23, 2025 @ 23:07:25.408","-",mqtt,"iot/sensor/temperatura","21.46","192.168.1.2","-"
"Apr 23, 2025 @ 23:07:25.408","-",mqtt,"iot/sensor/temperatura","21.46","192.168.1.2","-"
"Apr 23, 2025 @ 23:06:55.394","-",mqtt,"iot/sensor/temperatura","25.95","192.168.1.2","-"
"Apr 23, 2025 @ 23:06:55.394","-",mqtt,"iot/sensor/temperatura","25.95","192.168.1.2","-"
"Apr 23, 2025 @ 23:06:31.382","-",mqtt,"iot/sensor/temperatura","25.97","192.168.1.2","-"
"Apr 23, 2025 @ 23:06:31.382","-",mqtt,"iot/sensor/temperatura","25.97","192.168.1.2","-"
"Apr 23, 2025 @ 23:06:02.365","-",mqtt,"iot/sensor/temperatura","27.1","192.168.1.2","-"
"Apr 23, 2025 @ 23:06:02.365","-",mqtt,"iot/sensor/temperatura","27.1","192.168.1.2","-"
"Apr 23, 2025 @ 23:05:26.348","-",mqtt,"iot/sensor/temperatura","19.36","192.168.1.2","-"
"Apr 23, 2025 @ 23:05:26.348","-",mqtt,"iot/sensor/temperatura","19.36","192.168.1.2","-"
"Apr 23, 2025 @ 23:04:56.332","-",mqtt,"iot/sensor/temperatura","21.91","192.168.1.2","-"
"Apr 23, 2025 @ 23:04:56.332","-",mqtt,"iot/sensor/temperatura","21.91","192.168.1.2","-"
"Apr 23, 2025 @ 23:04:35.322","-",mqtt,"iot/sensor/temperatura","27.98","192.168.1.2","-"
"Apr 23, 2025 @ 23:04:35.322","-",mqtt,"iot/sensor/temperatura","27.98","192.168.1.2","-"
"Apr 23, 2025 @ 23:04:08.308","-",mqtt,"iot/sensor/temperatura","25.91","192.168.1.2","-"
"Apr 23, 2025 @ 23:04:08.308","-",mqtt,"iot/sensor/temperatura","25.91","192.168.1.2","-"
"Apr 23, 2025 @ 23:03:37.290","-",mqtt,"iot/sensor/temperatura","22.36","192.168.1.2","-"
"Apr 23, 2025 @ 23:03:37.290","-",mqtt,"iot/sensor/temperatura","22.36","192.168.1.2","-"
"Apr 23, 2025 @ 23:03:05.274","-",mqtt,"iot/sensor/temperatura","29.52","192.168.1.2","-"
"Apr 23, 2025 @ 23:03:05.274","-",mqtt,"iot/sensor/temperatura","29.52","192.168.1.2","-"
"Apr 23, 2025 @ 23:02:27.255","-",mqtt,"iot/sensor/temperatura","22.47","192.168.1.2","-"
"Apr 23, 2025 @ 23:02:27.255","-",mqtt,"iot/sensor/temperatura","22.47","192.168.1.2","-"
"Apr 23, 2025 @ 23:02:02.242","-",mqtt,"iot/sensor/temperatura","24.89","192.168.1.2","-"
"Apr 23, 2025 @ 23:02:02.241","-",mqtt,"iot/sensor/temperatura","24.89","192.168.1.2","-"
"Apr 23, 2025 @ 23:01:29.224","-",mqtt,"iot/sensor/temperatura","19.17","192.168.1.2","-"
"Apr 23, 2025 @ 23:01:29.224","-",mqtt,"iot/sensor/temperatura","19.17","192.168.1.2","-"
"Apr 23, 2025 @ 23:01:01.210","-",mqtt,"iot/sensor/temperatura","25.75","192.168.1.2","-"
"Apr 23, 2025 @ 23:01:01.209","-",mqtt,"iot/sensor/temperatura","25.75","192.168.1.2","-"
"Apr 23, 2025 @ 23:00:24.190","-",mqtt,"iot/sensor/temperatura","26.76","192.168.1.2","-"
"Apr 23, 2025 @ 23:00:24.190","-",mqtt,"iot/sensor/temperatura","26.76","192.168.1.2","-"
"Apr 23, 2025 @ 22:59:51.174","-",mqtt,"iot/sensor/temperatura","29.88","192.168.1.2","-"
"Apr 23, 2025 @ 22:59:51.174","-",mqtt,"iot/sensor/temperatura","29.88","192.168.1.2","-"
"Apr 23, 2025 @ 22:59:18.157","-",mqtt,"iot/sensor/temperatura","19.29","192.168.1.2","-"
"Apr 23, 2025 @ 22:59:18.157","-",mqtt,"iot/sensor/temperatura","19.29","192.168.1.2","-"
"Apr 23, 2025 @ 22:58:58.148","-",mqtt,"iot/sensor/temperatura","21.86","192.168.1.2","-"
"Apr 23, 2025 @ 22:58:58.148","-",mqtt,"iot/sensor/temperatura","21.86","192.168.1.2","-"
"Apr 23, 2025 @ 22:58:37.137","-",mqtt,"iot/sensor/temperatura","28.51","192.168.1.2","-"
"Apr 23, 2025 @ 22:58:37.137","-",mqtt,"iot/sensor/temperatura","28.51","192.168.1.2","-"
"Apr 23, 2025 @ 22:58:00.118","-",mqtt,"iot/sensor/temperatura","28.46","192.168.1.2","-"
"Apr 23, 2025 @ 22:58:00.118","-",mqtt,"iot/sensor/temperatura","28.46","192.168.1.2","-"
"Apr 23, 2025 @ 22:57:23.100","-",mqtt,"iot/sensor/temperatura","24.17","192.168.1.2","-"
"Apr 23, 2025 @ 22:57:23.100","-",mqtt,"iot/sensor/temperatura","24.17","192.168.1.2","-"
"Apr 23, 2025 @ 22:56:55.086","-",mqtt,"iot/sensor/temperatura","29.71","192.168.1.2","-"
"Apr 23, 2025 @ 22:56:55.086","-",mqtt,"iot/sensor/temperatura","29.71","192.168.1.2","-"
"Apr 23, 2025 @ 22:56:32.074","-",mqtt,"iot/sensor/temperatura","27.19","192.168.1.2","-"
"Apr 23, 2025 @ 22:56:32.074","-",mqtt,"iot/sensor/temperatura","27.19","192.168.1.2","-"
"Apr 23, 2025 @ 22:56:07.062","-",mqtt,"iot/sensor/temperatura","28.45","192.168.1.2","-"
"Apr 23, 2025 @ 22:56:07.062","-",mqtt,"iot/sensor/temperatura","28.45","192.168.1.2","-"
"Apr 23, 2025 @ 22:55:36.047","-",mqtt,"iot/sensor/temperatura","19.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:55:36.047","-",mqtt,"iot/sensor/temperatura","19.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:55:05.031","-",mqtt,"iot/sensor/temperatura","28.66","192.168.1.2","-"
"Apr 23, 2025 @ 22:55:05.031","-",mqtt,"iot/sensor/temperatura","28.66","192.168.1.2","-"
"Apr 23, 2025 @ 22:54:34.015","-",mqtt,"iot/sensor/temperatura","28.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:54:34.015","-",mqtt,"iot/sensor/temperatura","28.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:54:05.002","-",mqtt,"iot/sensor/temperatura","22.46","192.168.1.2","-"
"Apr 23, 2025 @ 22:54:05.002","-",mqtt,"iot/sensor/temperatura","22.46","192.168.1.2","-"
"Apr 23, 2025 @ 22:53:25.983","-",mqtt,"iot/sensor/temperatura","22.48","192.168.1.2","-"
"Apr 23, 2025 @ 22:53:25.983","-",mqtt,"iot/sensor/temperatura","22.48","192.168.1.2","-"
"Apr 23, 2025 @ 22:53:01.969","-",mqtt,"iot/sensor/temperatura","28.17","192.168.1.2","-"
"Apr 23, 2025 @ 22:53:01.969","-",mqtt,"iot/sensor/temperatura","28.17","192.168.1.2","-"
"Apr 23, 2025 @ 22:52:32.952","-",mqtt,"iot/sensor/temperatura","22.51","192.168.1.2","-"
"Apr 23, 2025 @ 22:52:32.951","-",mqtt,"iot/sensor/temperatura","22.51","192.168.1.2","-"
"Apr 23, 2025 @ 22:51:54.933","-",mqtt,"iot/sensor/temperatura","26.0","192.168.1.2","-"
"Apr 23, 2025 @ 22:51:54.933","-",mqtt,"iot/sensor/temperatura","26.0","192.168.1.2","-"
"Apr 23, 2025 @ 22:51:16.912","-",mqtt,"iot/sensor/temperatura","19.08","192.168.1.2","-"
"Apr 23, 2025 @ 22:51:16.912","-",mqtt,"iot/sensor/temperatura","19.08","192.168.1.2","-"
"Apr 23, 2025 @ 22:50:47.897","-",mqtt,"iot/sensor/temperatura","19.59","192.168.1.2","-"
"Apr 23, 2025 @ 22:50:47.897","-",mqtt,"iot/sensor/temperatura","19.59","192.168.1.2","-"
"Apr 23, 2025 @ 22:50:18.881","-",mqtt,"iot/sensor/temperatura","28.84","192.168.1.2","-"
"Apr 23, 2025 @ 22:50:18.881","-",mqtt,"iot/sensor/temperatura","28.84","192.168.1.2","-"
"Apr 23, 2025 @ 22:49:45.864","-",mqtt,"iot/sensor/temperatura","25.11","192.168.1.2","-"
"Apr 23, 2025 @ 22:49:45.864","-",mqtt,"iot/sensor/temperatura","25.11","192.168.1.2","-"
"Apr 23, 2025 @ 22:49:10.845","-",mqtt,"iot/sensor/temperatura","25.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:49:10.845","-",mqtt,"iot/sensor/temperatura","25.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:48:50.835","-",mqtt,"iot/sensor/temperatura","23.2","192.168.1.2","-"
"Apr 23, 2025 @ 22:48:50.835","-",mqtt,"iot/sensor/temperatura","23.2","192.168.1.2","-"
"Apr 23, 2025 @ 22:48:24.822","-",mqtt,"iot/sensor/temperatura","26.09","192.168.1.2","-"
"Apr 23, 2025 @ 22:48:24.822","-",mqtt,"iot/sensor/temperatura","26.09","192.168.1.2","-"
"Apr 23, 2025 @ 22:47:56.807","-",mqtt,"iot/sensor/temperatura","21.01","192.168.1.2","-"
"Apr 23, 2025 @ 22:47:56.807","-",mqtt,"iot/sensor/temperatura","21.01","192.168.1.2","-"
"Apr 23, 2025 @ 22:47:35.792","-",mqtt,"iot/sensor/temperatura","25.77","192.168.1.2","-"
"Apr 23, 2025 @ 22:47:35.792","-",mqtt,"iot/sensor/temperatura","25.77","192.168.1.2","-"
"Apr 23, 2025 @ 22:47:08.781","-",mqtt,"iot/sensor/temperatura","28.4","192.168.1.2","-"
"Apr 23, 2025 @ 22:47:08.781","-",mqtt,"iot/sensor/temperatura","28.4","192.168.1.2","-"
"Apr 23, 2025 @ 22:46:28.764","-",mqtt,"iot/sensor/temperatura","20.15","192.168.1.2","-"
"Apr 23, 2025 @ 22:46:28.764","-",mqtt,"iot/sensor/temperatura","20.15","192.168.1.2","-"
"Apr 23, 2025 @ 22:46:01.753","-",mqtt,"iot/sensor/temperatura","20.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:46:01.753","-",mqtt,"iot/sensor/temperatura","20.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:45:40.745","-",mqtt,"iot/sensor/temperatura","21.18","192.168.1.2","-"
"Apr 23, 2025 @ 22:45:40.745","-",mqtt,"iot/sensor/temperatura","21.18","192.168.1.2","-"
"Apr 23, 2025 @ 22:45:04.730","-",mqtt,"iot/sensor/temperatura","21.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:45:04.730","-",mqtt,"iot/sensor/temperatura","21.69","192.168.1.2","-"
"Apr 23, 2025 @ 22:44:35.717","-",mqtt,"iot/sensor/temperatura","29.43","192.168.1.2","-"
"Apr 23, 2025 @ 22:44:35.717","-",mqtt,"iot/sensor/temperatura","29.43","192.168.1.2","-"
"Apr 23, 2025 @ 22:43:57.703","-",mqtt,"iot/sensor/temperatura","21.33","192.168.1.2","-"
"Apr 23, 2025 @ 22:43:57.703","-",mqtt,"iot/sensor/temperatura","21.33","192.168.1.2","-"
"Apr 23, 2025 @ 22:43:36.694","-",mqtt,"iot/sensor/temperatura","25.59","192.168.1.2","-"
"Apr 23, 2025 @ 22:43:36.694","-",mqtt,"iot/sensor/temperatura","25.59","192.168.1.2","-"
"Apr 23, 2025 @ 22:42:57.679","-",mqtt,"iot/sensor/temperatura","21.36","192.168.1.2","-"
"Apr 23, 2025 @ 22:42:57.678","-",mqtt,"iot/sensor/temperatura","21.36","192.168.1.2","-"
"Apr 23, 2025 @ 22:42:32.669","-",mqtt,"iot/sensor/temperatura","27.63","192.168.1.2","-"
"Apr 23, 2025 @ 22:42:32.669","-",mqtt,"iot/sensor/temperatura","27.63","192.168.1.2","-"
"Apr 23, 2025 @ 22:41:56.656","-",mqtt,"iot/sensor/temperatura","27.58","192.168.1.2","-"
"Apr 23, 2025 @ 22:41:56.656","-",mqtt,"iot/sensor/temperatura","27.58","192.168.1.2","-"
"Apr 23, 2025 @ 22:41:19.640","-",mqtt,"iot/sensor/temperatura","22.5","192.168.1.2","-"
"Apr 23, 2025 @ 22:41:19.640","-",mqtt,"iot/sensor/temperatura","22.5","192.168.1.2","-"
"Apr 23, 2025 @ 22:40:48.628","-",mqtt,"iot/sensor/temperatura","29.96","192.168.1.2","-"
"Apr 23, 2025 @ 22:40:48.628","-",mqtt,"iot/sensor/temperatura","29.96","192.168.1.2","-"
"Apr 23, 2025 @ 22:40:21.618","-",mqtt,"iot/sensor/temperatura","18.89","192.168.1.2","-"
"Apr 23, 2025 @ 22:40:21.618","-",mqtt,"iot/sensor/temperatura","18.89","192.168.1.2","-"
"Apr 23, 2025 @ 22:39:51.606","-",mqtt,"iot/sensor/temperatura","19.04","192.168.1.2","-"
"Apr 23, 2025 @ 22:39:51.606","-",mqtt,"iot/sensor/temperatura","19.04","192.168.1.2","-"
"Apr 23, 2025 @ 22:39:19.593","-",mqtt,"iot/sensor/temperatura","23.29","192.168.1.2","-"
"Apr 23, 2025 @ 22:39:19.592","-",mqtt,"iot/sensor/temperatura","23.29","192.168.1.2","-"
"Apr 23, 2025 @ 22:38:48.580","-",mqtt,"iot/sensor/temperatura","22.71","192.168.1.2","-"
"Apr 23, 2025 @ 22:38:48.580","-",mqtt,"iot/sensor/temperatura","22.71","192.168.1.2","-"
"Apr 23, 2025 @ 22:38:15.567","-",mqtt,"iot/sensor/temperatura","20.6","192.168.1.2","-"
"Apr 23, 2025 @ 22:38:15.567","-",mqtt,"iot/sensor/temperatura","20.6","192.168.1.2","-"
"Apr 23, 2025 @ 22:37:46.557","-",mqtt,"iot/sensor/temperatura","18.58","192.168.1.2","-"
"Apr 23, 2025 @ 22:37:46.557","-",mqtt,"iot/sensor/temperatura","18.58","192.168.1.2","-"
"Apr 23, 2025 @ 22:37:26.547","-",mqtt,"iot/sensor/temperatura","26.9","192.168.1.2","-"
"Apr 23, 2025 @ 22:37:26.547","-",mqtt,"iot/sensor/temperatura","26.9","192.168.1.2","-"
"Apr 23, 2025 @ 22:36:56.532","-",mqtt,"iot/sensor/temperatura","21.82","192.168.1.2","-"
"Apr 23, 2025 @ 22:36:56.532","-",mqtt,"iot/sensor/temperatura","21.82","192.168.1.2","-"
"Apr 23, 2025 @ 22:36:36.523","-",mqtt,"iot/sensor/temperatura","20.31","192.168.1.2","-"
"Apr 23, 2025 @ 22:36:36.523","-",mqtt,"iot/sensor/temperatura","20.31","192.168.1.2","-"
"Apr 23, 2025 @ 22:35:56.503","-",mqtt,"iot/sensor/temperatura","29.62","192.168.1.2","-"
"Apr 23, 2025 @ 22:35:56.503","-",mqtt,"iot/sensor/temperatura","29.62","192.168.1.2","-"
"Apr 23, 2025 @ 22:35:26.488","-",mqtt,"iot/sensor/temperatura","28.59","192.168.1.2","-"
"Apr 23, 2025 @ 22:35:26.488","-",mqtt,"iot/sensor/temperatura","28.59","192.168.1.2","-"
"Apr 23, 2025 @ 22:34:47.470","-",mqtt,"iot/sensor/temperatura","25.63","192.168.1.2","-"
"Apr 23, 2025 @ 22:34:47.470","-",mqtt,"iot/sensor/temperatura","25.63","192.168.1.2","-"
"Apr 23, 2025 @ 22:34:23.458","-",mqtt,"iot/sensor/temperatura","28.74","192.168.1.2","-"
"Apr 23, 2025 @ 22:34:23.457","-",mqtt,"iot/sensor/temperatura","28.74","192.168.1.2","-"
"Apr 23, 2025 @ 22:33:51.443","-",mqtt,"iot/sensor/temperatura","19.12","192.168.1.2","-"
"Apr 23, 2025 @ 22:33:51.442","-",mqtt,"iot/sensor/temperatura","19.12","192.168.1.2","-"
"Apr 23, 2025 @ 22:33:31.432","-",mqtt,"iot/sensor/temperatura","28.16","192.168.1.2","-"
"Apr 23, 2025 @ 22:33:31.432","-",mqtt,"iot/sensor/temperatura","28.16","192.168.1.2","-"
"Apr 23, 2025 @ 22:33:03.417","-",mqtt,"iot/sensor/temperatura","25.94","192.168.1.2","-"
"Apr 23, 2025 @ 22:33:03.417","-",mqtt,"iot/sensor/temperatura","25.94","192.168.1.2","-"
"Apr 23, 2025 @ 22:32:33.402","-",mqtt,"iot/sensor/temperatura","25.57","192.168.1.2","-"
"Apr 23, 2025 @ 22:32:33.402","-",mqtt,"iot/sensor/temperatura","25.57","192.168.1.2","-"
"Apr 23, 2025 @ 22:31:56.380","-",mqtt,"iot/sensor/temperatura","26.59","192.168.1.2","-"
"Apr 23, 2025 @ 22:31:56.380","-",mqtt,"iot/sensor/temperatura","26.59","192.168.1.2","-"
"Apr 23, 2025 @ 22:31:36.368","-",mqtt,"iot/sensor/temperatura","29.94","192.168.1.2","-"
"Apr 23, 2025 @ 22:31:36.368","-",mqtt,"iot/sensor/temperatura","29.94","192.168.1.2","-"
"Apr 23, 2025 @ 22:31:14.355","-",mqtt,"iot/sensor/temperatura","22.75","192.168.1.2","-"
"Apr 23, 2025 @ 22:31:14.355","-",mqtt,"iot/sensor/temperatura","22.75","192.168.1.2","-"
"Apr 23, 2025 @ 22:30:34.333","-",mqtt,"iot/sensor/temperatura","27.17","192.168.1.2","-"
"Apr 23, 2025 @ 22:30:34.333","-",mqtt,"iot/sensor/temperatura","27.17","192.168.1.2","-"
"Apr 23, 2025 @ 22:29:56.312","-",mqtt,"iot/sensor/temperatura","23.61","192.168.1.2","-"
"Apr 23, 2025 @ 22:29:56.312","-",mqtt,"iot/sensor/temperatura","23.61","192.168.1.2","-"
"Apr 23, 2025 @ 22:29:22.293","-",mqtt,"iot/sensor/temperatura","25.85","192.168.1.2","-"
"Apr 23, 2025 @ 22:29:22.293","-",mqtt,"iot/sensor/temperatura","25.85","192.168.1.2","-"
"Apr 23, 2025 @ 22:28:50.277","-",mqtt,"iot/sensor/temperatura","20.1","192.168.1.2","-"
"Apr 23, 2025 @ 22:28:50.277","-",mqtt,"iot/sensor/temperatura","20.1","192.168.1.2","-"
"Apr 23, 2025 @ 22:28:21.263","-",mqtt,"iot/sensor/temperatura","19.53","192.168.1.2","-"
