"@timestamp","alert.signature","event_type","mqtt.publish.topic","mqtt.publish.message"
"Apr 24, 2025 @ 18:29:18.838","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:29:18.838","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:28:42.821","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:28:42.821","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:27:58.800","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:27:58.800","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:27:11.778","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:27:11.778","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:26:14.750","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:26:14.750","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:25:40.734","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:25:40.734","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:24:56.709","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:24:56.709","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:24:05.686","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:24:05.686","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:23:07.658","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:23:07.658","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 18:22:11.631","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:22:11.631","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:21:33.612","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 18:21:33.612","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:52:19.791","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:52:19.791","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:51:44.774","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:51:44.774","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:51:13.759","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:51:13.759","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:50:43.745","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:50:43.745","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:49:56.723","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:49:56.723","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:49:12.703","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:49:12.703","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:48:25.681","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:48:25.681","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:47:42.660","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:47:42.660","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:46:49.637","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:46:49.636","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:45:57.613","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:45:57.612","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:45:22.596","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:45:22.596","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:44:22.567","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:44:22.567","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:43:44.549","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:43:34.544","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:43:34.544","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:42:43.519","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:42:43.519","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:42:23.510","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:41:49.493","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:41:49.493","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:41:20.479","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:41:20.479","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:15:46.777","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:15:46.777","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:15:14.762","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:15:14.762","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:14:44.748","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:14:44.748","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:13:53.724","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:13:53.724","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:13:09.703","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:13:09.703","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:12:13.679","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:12:13.679","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:11:34.660","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:11:34.660","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:11:02.645","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:11:02.645","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:10:03.620","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:10:03.620","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:09:09.593","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:09:09.593","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:08:35.577","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:08:35.577","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:07:35.550","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:07:35.550","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:07:05.536","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:07:05.536","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:06:33.520","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:06:33.520","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:05:42.496","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:05:42.496","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 17:05:09.482","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:05:09.482","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:04:11.455","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:04:11.455","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:03:25.434","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:03:25.434","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:02:35.412","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:02:35.412","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:01:55.393","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:01:55.393","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:01:09.370","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:01:09.369","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:00:36.354","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 17:00:36.354","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:59:45.330","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:59:45.330","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:58:56.305","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:58:56.305","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:58:20.286","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:58:20.285","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:57:27.258","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:57:27.258","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:56:43.236","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:56:43.236","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:55:47.210","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:55:47.210","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:54:51.181","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:54:51.181","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:54:07.160","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:54:07.160","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:53:09.134","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:53:09.134","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:52:29.115","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:52:29.115","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:51:50.096","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:51:50.096","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:50:54.069","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:50:54.069","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:50:15.052","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:50:15.052","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:49:38.035","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:49:38.034","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:48:58.019","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:48:58.019","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:48:01.997","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:48:01.997","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:47:24.981","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:47:24.981","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:46:47.966","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:46:47.966","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:46:03.950","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:46:03.950","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:45:12.929","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:45:12.929","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:44:15.906","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:44:15.906","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:43:39.892","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:43:39.892","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:42:56.872","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:42:56.872","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:41:56.838","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:41:56.838","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:41:21.821","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:41:21.821","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:40:51.807","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:40:51.807","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:39:55.782","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:39:55.782","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:38:55.754","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:38:55.754","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:38:06.732","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:38:06.732","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:37:13.708","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:37:13.708","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:36:41.691","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:36:41.691","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:35:49.668","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:35:49.668","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:35:00.645","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:35:00.645","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:34:08.620","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:34:08.620","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:33:14.595","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:33:14.595","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:32:38.575","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:32:38.575","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:31:41.549","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:31:41.548","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:30:43.522","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:30:43.522","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:30:01.503","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:30:01.503","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:29:31.488","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:29:31.488","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:28:52.469","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:28:52.469","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:27:55.441","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:27:55.441","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:26:59.415","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:26:59.415","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:26:28.398","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:26:28.398","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:25:58.384","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:25:58.384","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:25:19.363","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:25:19.363","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:24:19.335","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:24:19.335","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:23:40.319","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:23:40.318","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:22:59.299","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:22:59.299","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:22:08.276","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:22:08.275","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:21:25.256","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:21:25.256","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:20:51.241","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:20:51.240","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:20:09.222","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:20:09.222","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:19:22.200","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:19:22.199","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:18:46.181","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:18:46.181","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:17:57.160","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:17:57.160","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:17:02.133","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:17:02.133","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:16:15.112","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:16:15.112","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:15:32.091","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:15:32.091","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:14:46.070","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:14:46.070","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:14:03.050","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:14:03.050","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:13:03.022","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:13:03.022","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:12:08.997","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:12:08.997","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:11:17.971","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:11:17.971","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:10:23.946","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:10:23.946","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:09:43.928","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:09:43.928","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:09:03.910","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:09:03.910","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:08:22.892","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:08:22.891","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:07:37.870","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:07:37.870","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:07:00.853","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:07:00.853","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:06:21.832","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:06:21.832","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:05:29.809","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:05:29.809","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:04:52.788","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:04:52.788","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:04:22.774","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:04:22.774","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:03:46.758","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:03:46.758","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:02:52.732","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:02:52.732","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:01:58.708","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:01:58.708","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 16:01:13.685","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:01:13.685","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:00:32.665","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 16:00:32.665","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:59:42.640","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:59:42.640","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:58:48.614","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:58:48.614","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:58:03.591","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:58:03.591","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:57:09.564","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:57:09.564","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:56:24.539","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:56:24.539","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:55:30.515","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:55:30.515","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:54:31.486","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:54:31.486","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:53:35.460","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:53:35.460","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:52:53.440","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:52:53.440","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:52:12.419","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:52:12.419","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:51:34.401","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:51:34.401","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:50:36.373","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:50:36.372","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:49:53.350","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:49:53.350","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:49:03.327","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:49:03.327","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:48:13.301","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:48:13.301","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:47:22.276","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:47:22.276","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:46:48.258","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:46:48.258","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:45:54.234","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:45:54.234","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:45:02.208","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:45:02.208","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:44:07.180","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:44:07.180","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:43:14.154","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:43:14.154","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:42:22.128","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:42:22.127","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:41:28.103","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:41:28.102","-",mqtt,"iot/sensor/movimiento",ON
"Apr 24, 2025 @ 15:40:43.080","-",mqtt,"iot/sensor/movimiento",OFF
"Apr 24, 2025 @ 15:40:43.080","-",mqtt,"iot/sensor/movimiento",OFF
